;0;1;2;3;4;5;6;7;8;9
0;381;1293;1312;997;9;1979;1978;1853;1616;151
1;639;877;2528;2232;2482;197;214;830;1204;182
2;1950;1762;1647;1429;2350;1535;1988;2089;2518;1154
3;743;941;609;2388;2232;963;561;1287;604;13
4;443;1903;2269;841;880;10;1936;802;299;1290
5;283;1805;1955;2023;757;1952;791;1985;1954;781
6;697;959;431;124;463;698;978;1130;714;258
7;2537;2136;268;1674;2432;2142;2044;1986;686;1137
8;1263;2014;264;2103;748;671;2420;2017;2239;1927
9;1812;529;2232;413;2085;305;1964;2408;60;2180
10;210;714;2069;1651;1820;1838;2198;1271;1910;10
11;1769;1463;1261;63;1074;101;636;463;2138;1830
12;995;1257;531;447;395;175;1002;1513;1580;637
13;645;1903;490;1626;2120;1852;567;127;1632;312
14;1817;2157;2085;1158;670;2493;2276;2046;2363;1153
15;1580;1370;2037;963;557;1155;760;101;2183;1405
16;1616;2118;105;2274;327;140;817;1613;1957;997
17;516;1721;196;2511;458;2053;1032;1137;1440;2534
18;727;1744;2236;1533;423;2446;1901;354;963;1727
19;1639;2426;1887;979;963;10;1152;1225;2401;1712
20;679;1563;1246;2013;980;1539;1119;1273;214;1580
21;1829;2418;1719;1846;1819;2393;1825;2223;1393;1015
22;1480;2138;1446;1406;493;2528;1359;2188;1713;1556
23;1204;257;1417;2245;2070;2325;2395;741;1330;963
24;1357;2329;447;805;379;239;1618;127;506;13
25;722;2419;173;685;490;2138;632;1107;2028;225
26;2370;249;1959;2136;1753;846;2364;2399;2325;927
27;2162;2512;1123;2451;1472;325;2477;268;2467;1903
28;1204;714;1436;937;1126;1002;1369;267;2485;2453
29;1973;272;1694;1329;1912;2419;2337;2403;945;1538
30;1777;1079;1714;2031;2071;911;2215;1598;395;1986
31;439;1118;1265;2134;2404;25;268;1297;2339;1537
32;2116;511;1116;574;870;1312;2284;504;2338;1386
33;2069;817;1263;13;774;40;318;2128;533;1791
34;2290;656;1135;446;714;725;2374;2240;1823;1908
35;1266;1957;1311;42;211;1817;787;51;2477;1841
36;1195;1213;1888;836;2373;1154;340;1321;2367;1909
37;1606;170;2521;1641;1570;1624;178;1288;1154;2506
38;1712;326;156;836;1668;1511;687;1826;1197;268
39;836;1775;1442;1488;1356;1846;1357;678;1404;1936
40;1369;1871;1473;1853;1581;2372;1229;375;1360;517
41;2274;572;1568;91;371;796;613;10;1137;166
42;214;1448;1824;228;482;834;1157;417;2216;274
43;2162;1582;1598;2308;2016;329;1997;2270;1837;1321
44;1127;836;1704;66;473;2241;63;516;2190;802
45;476;2166;1959;1991;329;1448;336;265;166;66
46;961;1229;513;137;761;1913;1804;1749;1662;2382
47;431;1290;142;1295;2059;98;672;329;252;431
48;1404;1313;1977;1153;644;1293;1413;2355;2145;775
49;550;1825;2048;699;1265;1509;1405;1324;165;1694
