;0;1;2;3;4;5;6;7;8;9
0;1487;2429;1649;1830;467;1152;856;430;2098;45
1;2004;1592;718;2199;1957;1903;1775;2147;680;1135
2;1618;16;132;756;941;2209;2493;2003;2008;329
3;2278;2288;1799;1707;1604;1538;132;1633;2330;1252
4;1777;714;2069;963;1911;1861;148;1956;950;1296
5;2089;1823;148;285;1438;15;1686;1327;1746;1741
6;198;324;1934;1476;15;1786;995;954;2131;572
7;66;2156;2166;2384;1321;1760;2415;1135;1113;663
8;2420;1254;2337;1312;2328;1743;2156;1952;2363;1080
9;1472;2245;840;291;2132;2044;1476;2208;1755;1032
10;2057;1756;2273;1939;761;1823;2149;2503;795;1397
11;172;1056;196;516;2451;66;423;1444;399;2247
12;1061;2023;1137;1451;1380;2162;337;1708;1649;2194
13;901;300;2260;258;959;1768;0;1375;2296;2393
14;27;1458;517;1741;357;187;726;2363;825;1789
15;2336;2387;2403;1958;1137;547;1717;1571;2519;964
16;933;148;2141;1753;1048;1116;1918;2007;1834;1904
17;1808;1851;791;791;2165;1633;1338;353;2432;1230
18;1505;2148;1169;1703;148;105;132;1394;1566;2268
19;2297;307;119;2396;2368;1852;1508;34;1461;192
20;762;970;229;836;1115;1135;1332;1767;1744;111
21;1932;816;2209;2162;2228;1026;1152;2281;2397;2217
22;2401;1697;1423;1322;558;756;345;1451;787;1002
23;553;1914;1229;1321;972;837;937;909;546;1911
24;1744;444;2171;1968;318;1204;597;1407;1016;2309
25;1073;714;791;373;2297;91;1090;155;6;487
26;70;1769;1579;19;878;1364;148;2467;1379;2089
27;1529;642;1135;862;1923;1862;2363;390;102;645
28;828;1927;535;1247;686;1095;1039;209;741;817
29;2189;1767;2387;80;1240;252;747;222;1553;1315
30;2193;901;915;1744;374;1603;54;972;2240;1037
31;1956;1807;1817;2194;1915;1885;1229;604;1903;1127
32;1244;109;1771;686;470;223;1903;1840;1094;431
33;1341;2504;1841;10;2071;877;2456;2425;1650;1442
34;1807;631;1174;2427;148;1839;2500;2139;2365;2069
35;947;1259;1462;124;2152;1154;65;948;1453;2443
36;1012;2410;817;2517;2456;1516;976;1046;1399;1096
37;836;836;428;717;1401;958;1137;1189;2229;995
38;1298;649;354;2137;190;13;1153;617;2487;222
39;333;2131;645;320;2351;2005;1675;232;1775;1595
40;802;151;1955;2207;2198;2193;788;668;1518;1383
41;785;506;1429;901;476;1979;337;490;2025;1285
42;263;1206;1945;465;2533;2206;1590;959;676;676
43;513;17;1043;1961;1769;2069;784;1719;1204;700
44;2078;812;1692;1207;1154;255;55;1162;679;572
45;1961;2007;1534;2183;1258;547;2384;665;2112;1246
46;772;2138;1432;1269;1508;1573;1534;2173;1823;192
47;109;2380;686;395;75;631;496;2006;1267;1321
48;866;1893;1980;748;1229;1594;1014;1953;897;2406
49;2136;1643;1675;2469;1587;1575;491;137;2160;2059
