;0;1;2;3;4;5;6;7;8;9
0;1975;2114;1817;1683;271;2527;1162;292;1021;1376
1;1633;1756;313;1204;629;1805;1954;243;1138;2127
2;211;1859;1528;2171;1126;751;31;1342;2110;1301
3;1186;2064;1324;1449;1823;1639;819;777;15;1936
4;332;526;2181;151;1810;2235;1293;1321;101;50
5;638;2007;1746;1472;979;2255;1338;1541;1179;1757
6;29;2357;969;835;1870;905;224;1130;1744;1418
7;1461;362;855;2282;2445;1404;432;2096;2162;378
8;2387;1770;2326;2410;893;1439;1425;634;1484;596
9;1728;69;829;625;1822;1171;526;33;680;1086
10;1163;1195;2157;1407;1317;2191;792;1553;1502;1769
11;1721;1888;941;2004;1987;2168;2066;1987;593;1042
12;754;792;901;1330;1979;2215;834;1088;940;783
13;1507;1504;1287;1609;1388;1929;1130;1420;2269;2403
14;2022;1341;1130;77;378;1277;1296;1909;688;1846
15;2138;1460;1922;2162;1036;1878;1371;2213;465;391
16;1898;1637;1286;1587;1741;513;1223;207;1988;509
17;1402;2272;597;451;2393;323;135;1190;1086;1930
18;543;1745;565;993;565;951;1660;1651;667;2069
19;2022;2136;247;1226;2157;905;843;551;517;672
20;1327;1136;1015;729;1008;857;612;1690;1262;667
21;1320;984;350;1494;1936;1839;322;1551;1940;1055
22;617;2046;1116;1082;815;2057;790;1365;165;1072
23;1018;2321;613;1539;2322;790;1238;464;1299;2363
24;1268;2263;1939;976;900;2073;1181;744;692;931
25;1171;639;961;2364;100;71;109;141;127;1883
26;1912;1665;951;1337;1285;803;1727;1696;1578;1145
27;2123;2298;2454;2510;543;2138;166;1007;1938;1681
28;2427;1034;2474;2226;1761;2418;691;128;2250;1434
29;101;1157;2006;105;1789;1991;1423;558;621;918
30;1418;725;970;1798;444;688;1623;2132;588;336
31;2007;623;2351;725;2016;634;181;2345;42;618
32;746;2019;2065;547;1077;238;1193;1312;2393;2023
33;681;2364;347;2347;1181;409;365;2417;69;1398
34;2052;2136;986;621;1152;2299;2018;2017;538;318
35;608;1153;22;2503;1140;287;517;676;1057;2471
36;1533;2084;973;1492;2181;66;1152;417;631;1603
37;705;184;1575;2095;766;1108;979;2515;1296;1472
38;1635;2415;1842;2087;1320;2396;169;243;412;2204
39;1564;2303;1451;908;558;1415;1303;511;238;2423
40;1890;727;2247;1152;435;977;487;1152;1122;1300
41;1954;532;1405;232;2355;608;641;2047;88;381
42;257;1468;570;431;2157;570;1870;1222;678;1268
43;1981;161;2224;490;1848;676;2364;1265;523;1510
44;1408;211;458;2308;2537;258;1154;756;422;1034
45;2373;1920;137;2433;2120;1975;1914;1320;426;292
46;248;2330;2286;2469;2209;798;1154;1178;1571;2455
47;2484;101;1330;2281;2071;972;1824;334;2035;556
48;580;1106;1926;2330;127;2490;2359;1286;133;2306
49;1550;1629;2381;1508;1548;714;949;151;69;1154
