;0;1;2;3;4;5;6;7;8;9
0;1837;1035;2317;1362;1875;539;2473;1881;1197;2104
1;1520;2099;262;66;1217;2398;374;1757;1542;1912
2;1939;1903;957;377;695;1015;1768;1141;2277;2071
3;1486;1985;714;2228;696;1632;2023;1087;2486;2199
4;1957;193;856;1929;2072;2396;1869;2342;465;709
5;2018;155;235;325;1287;713;2006;245;1316;2183
6;23;667;1043;1976;422;2138;233;2411;2044;539
7;337;957;2183;194;2394;2376;1777;720;1830;1017
8;430;155;1370;1239;244;2025;217;1532;454;1184
9;1390;1831;2476;487;395;1099;1700;1317;2145;724
10;362;760;655;1154;258;2403;1929;1589;905;1772
11;709;706;344;2162;210;1989;318;829;1462;2006
12;2069;1358;1728;1185;1015;1140;730;1868;1135;1935
13;1748;1265;2136;1125;776;489;779;1637;1268;1154
14;1652;1738;2283;1870;1043;1315;437;1051;381;475
15;1365;1929;2517;2229;1809;1785;379;712;1982;2501
16;2025;2519;559;557;2184;2071;998;2138;619;742
17;1756;400;1730;2441;1801;1934;2055;1357;925;2500
18;2436;1939;1516;1025;1333;1362;1831;1827;1903;1975
19;2124;2300;151;51;1488;2059;1601;843;2144;1789
20;178;1522;963;2338;116;258;803;144;958;1321
21;1122;2038;2007;132;2507;255;1324;1839;642;921
22;1441;137;1651;2483;1493;1920;1051;2051;323;963
23;2188;411;481;244;1174;2152;101;2099;2011;1529
24;2226;2401;66;2014;1574;1987;798;1651;329;2149
25;714;1523;2102;1522;393;558;2479;628;1533;1328
26;2299;2189;2120;1454;202;607;1360;1387;1430;1109
27;751;1575;2112;998;1567;1919;569;937;15;229
28;2385;2275;1900;2364;1908;2304;214;632;1823;205
29;1982;1900;88;1880;1856;395;1517;2005;1406;1106
30;368;1569;2208;741;685;1982;2069;190;740;115
31;686;2134;748;1002;1084;2394;2150;2335;2200;448
32;823;1135;579;787;2470;1153;2127;1611;2404;609
33;1275;108;1174;889;619;2122;1673;1673;1583;98
34;741;1782;1585;1360;634;1064;208;464;989;2040
35;1741;866;899;1384;1137;981;1270;422;2136;963
36;510;1670;1000;753;1130;2347;631;1774;1936;1534
37;1774;1375;1459;2057;2138;2344;1300;2051;1321;1230
38;2424;1083;1327;337;116;572;2354;1926;1152;1076
39;176;395;2147;2274;205;2330;151;1002;335;2191
40;155;2246;723;1903;582;2319;2447;1137;1388;1155
41;1498;1242;2008;2295;1402;428;555;2484;1525;862
42;360;1218;2138;1404;1340;2397;1941;2025;2386;2350
43;893;1362;1512;148;2002;645;483;1048;2300;372
44;2352;2040;2401;1513;816;570;259;2060;1723;337
45;1060;2516;2156;1146;1154;471;1495;247;540;1566
46;127;1926;1578;2010;101;2112;1069;2069;2007;1837
47;1725;1896;1768;491;1587;308;990;1971;967;1632
48;601;839;2145;578;1228;1751;1569;638;995;2069
49;2427;731;2044;963;329;1767;332;2525;36;858
