;0;1;2;3;4;5;6;7;8;9
0;1553;1061;1901;1838;764;1127;132;2155;2071;259
1;2019;47;2339;1043;770;2521;1462;450;1127;2374
2;1903;1703;1534;1755;1417;2393;1987;1423;2323;731
3;1651;1338;1988;572;1936;1181;1242;1770;956;986
4;1632;1988;645;1708;1114;1757;1322;828;1885;1135
5;511;631;1649;1105;10;1768;67;1069;1211;765
6;1708;856;2240;1756;380;1135;514;2138;1430;340
7;1326;2067;556;691;1151;659;741;1851;331;654
8;901;1366;132;337;1137;1830;1043;391;1808;1686
9;362;1286;904;1887;1195;1482;999;890;1903;1510
10;2230;1310;405;98;336;368;1152;2368;2462;1921
11;1568;1591;472;135;2181;47;2479;994;1202;1849
12;1911;1709;567;1862;2010;509;548;856;1894;1321
13;2288;1692;1903;2310;572;2505;2506;1140;80;2183
14;128;934;756;66;115;1310;1911;962;1447;1386
15;634;2070;1936;2001;355;474;1704;1831;2172;1368
16;1356;2391;2098;2258;1799;2470;1903;840;162;547
17;1690;607;1849;669;1462;1711;891;2200;349;1024
18;1009;100;62;50;1162;1684;221;2069;1169;2418
19;1129;1271;347;2350;956;2121;144;516;1968;1510
20;2337;741;1630;960;1933;1114;1117;1579;31;802
21;718;1147;2069;926;797;12;2506;588;970;1446
22;2126;105;1978;1639;2513;970;2149;1619;995;1314
23;1229;522;2089;2250;2143;1903;1043;10;489;181
24;2220;2011;2172;218;2426;1545;2316;1553;1978;101
25;1137;2386;1660;1064;2459;1137;2271;361;1806;1154
26;919;2042;2399;71;1649;1153;1476;115;309;1885
27;1490;2035;2446;2508;146;191;1899;2400;836;1171
28;842;115;1840;2477;369;334;2396;651;1653;123
29;527;556;1568;1318;1154;123;2092;251;125;1903
30;1221;1294;1645;226;791;1493;995;1911;919;1363
31;1537;465;181;1941;193;602;184;269;300;137
32;2127;1675;66;155;1219;634;1497;2520;794;1303
33;1155;1160;1541;2442;395;1463;2145;1690;862;89
34;1946;707;284;1711;1324;210;2183;895;132;622
35;1769;1590;2386;309;981;460;738;572;2089;2071
36;1174;153;1321;794;1321;2330;2306;273;1358;2138
37;2223;887;211;627;2142;391;1682;1094;1321;395
38;938;552;1743;985;2506;716;686;332;1721;1830
39;986;1357;566;654;1708;1814;1314;110;1903;821
40;1852;1591;278;2429;953;1827;1135;1276;481;1035
41;2285;1178;386;552;712;1851;1676;1048;1137;1111
42;1;1154;2396;2238;329;258;1941;2113;2514;2490
43;1903;1521;1153;2205;1414;2363;2005;2002;714;1744
44;1407;2136;2171;969;139;603;400;1021;1699;2054
45;1109;1264;2351;1705;1826;2071;779;2387;1923;268
46;1958;535;735;628;926;1004;901;1137;1777;2483
47;2009;786;1108;1614;2517;936;1465;93;238;877
48;2241;42;714;2364;1312;1644;175;1842;1031;620
49;2050;104;802;123;132;1336;1146;2143;1687;791
