;0;1;2;3;4;5;6;7;8;9
0;123;38;133;117;91;145;26;111;16;7
1;172;33;95;93;183;33;184;139;212;183
2;143;164;112;123;119;147;74;181;190;185
3;129;111;164;175;74;69;128;127;179;5
4;108;123;73;42;182;202;134;172;133;165
5;76;208;85;211;29;85;76;121;84;211
6;121;142;164;145;91;176;31;5;112;56
7;19;207;74;183;209;10;132;199;179;178
8;105;88;4;110;190;183;205;98;123;39
9;18;174;176;170;25;30;90;5;43;4
10;33;5;196;36;204;109;190;156;196;10
11;146;2;38;118;90;196;95;3;197;179
12;63;175;19;153;85;26;168;60;112;204
13;197;135;13;199;97;191;204;76;147;57
14;202;52;212;88;183;108;156;202;164;146
15;196;117;116;111;97;86;168;66;16;111
16;63;156;1;33;210;190;162;212;119;73
17;77;196;176;190;160;98;63;175;115;191
18;131;51;157;22;48;24;67;96;186;197
19;111;119;70;40;12;111;120;50;212;133
20;209;190;216;67;104;204;196;136;138;40
21;187;166;96;111;20;183;115;128;119;177
22;91;103;157;90;131;135;30;10;55;183
23;18;111;15;198;119;103;26;34;122;175
24;212;52;190;182;179;18;145;105;83;8
25;183;28;40;112;96;170;134;60;134;158
26;165;183;17;75;107;93;212;96;212;80
27;182;74;211;112;126;216;46;165;216;75
28;36;139;134;69;119;83;88;196;29;26
29;48;192;176;181;170;178;119;190;202;199
30;174;176;13;210;198;72;107;93;176;91
31;85;197;40;131;18;82;26;191;47;86
32;190;12;59;22;135;208;118;178;91;10
33;35;51;209;139;108;27;207;24;101;38
34;89;5;71;38;96;192;24;55;53;155
35;24;90;168;183;195;69;132;152;107;67
36;23;120;4;94;34;142;184;34;134;98
37;40;170;127;175;12;63;119;60;190;97
38;102;129;119;196;24;179;9;149;172;35
39;100;120;210;41;121;28;98;86;182;33
40;23;140;187;201;170;182;30;123;90;7
41;208;139;208;190;97;74;85;176;135;182
42;26;175;110;134;18;149;114;50;91;24
43;129;144;127;29;93;147;103;67;75;21
44;103;100;122;183;109;48;128;136;83;105
45;76;77;117;89;35;175;98;102;199;171
46;109;140;54;98;196;89;142;44;14;21
47;59;190;127;115;84;71;107;76;152;196
48;201;204;20;103;5;196;139;127;164;202
49;118;172;160;69;137;182;205;95;160;109
