;0;1;2;3;4;5;6;7;8;9
0;56;135;197;107;154;78;127;136;129;157
1;54;49;35;179;67;18;104;83;1;200
2;198;5;174;3;98;92;171;129;154;63
3;154;160;23;96;122;43;73;141;127;88
4;24;64;63;20;76;40;47;35;48;58
5;126;86;127;51;216;118;210;159;103;117
6;5;70;137;164;69;210;163;204;83;30
7;97;54;72;190;191;88;75;199;64;123
8;24;127;33;207;25;25;171;46;204;119
9;84;95;102;106;61;26;199;3;41;62
10;23;94;168;19;106;111;4;129;175;74
11;9;191;210;183;150;85;4;129;196;145
12;203;74;155;75;183;43;149;27;129;85
13;175;13;168;158;209;140;68;157;130;96
14;16;70;143;176;18;199;190;190;157;136
15;189;69;75;97;118;107;189;210;64;144
16;115;201;24;51;90;158;95;0;127;29
17;74;190;170;115;141;45;112;190;92;77
18;190;3;3;183;170;34;187;38;204;166
19;48;62;191;36;34;183;73;206;36;71
20;214;167;104;160;73;190;57;107;90;87
21;191;85;16;164;147;200;40;152;88;141
22;201;165;69;205;29;49;58;96;130;74
23;107;204;88;3;167;99;48;129;4;174
24;24;38;77;191;200;207;154;138;28;29
25;55;87;189;81;215;65;87;17;137;46
26;3;208;104;69;122;140;112;164;104;132
27;49;40;85;125;170;100;104;166;12;122
28;168;30;97;17;179;27;112;83;94;70
29;199;70;75;112;196;59;131;64;197;109
30;202;1;190;120;64;14;119;164;190;107
31;142;135;180;146;40;76;201;43;70;89
32;9;188;35;73;201;136;33;147;101;53
33;136;188;94;119;141;183;180;204;35;181
34;59;162;72;145;76;29;50;176;150;216
35;113;49;110;196;58;191;179;155;81;79
36;191;9;3;160;32;95;22;181;96;144
37;157;42;150;97;69;24;119;24;141;167
38;177;125;126;30;129;51;197;176;142;119
39;186;191;3;116;30;55;186;86;163;186
40;89;141;31;120;5;75;214;196;199;210
41;212;89;178;129;129;29;11;64;43;0
42;118;140;115;41;40;164;163;40;210;209
43;149;112;64;115;151;190;196;101;88;190
44;33;170;128;168;75;74;70;94;135;214
45;156;92;86;156;18;109;98;58;79;127
46;177;75;182;145;118;51;74;40;34;96
47;200;82;216;123;190;32;40;181;151;145
48;121;11;209;164;195;178;162;163;155;136
49;128;24;210;96;121;209;82;175;58;27
