;0;1;2;3;4;5;6;7;8;9
0;63;141;183;165;215;107;69;113;38;72
1;69;43;160;33;0;12;144;164;146;91
2;25;143;0;13;172;77;71;136;202;178
3;117;136;123;179;97;134;23;179;35;129
4;123;74;21;45;168;190;171;4;208;112
5;5;45;80;3;4;168;98;119;51;157
6;76;167;69;157;109;200;157;142;60;146
7;35;182;52;32;24;179;196;92;168;13
8;36;63;191;2;203;192;165;210;64;68
9;11;94;24;6;2;3;59;105;43;195
10;137;36;17;202;202;209;40;98;148;178
11;26;74;160;81;187;80;26;181;127;81
12;20;101;21;3;51;51;16;72;82;133
13;174;107;99;52;90;86;30;184;69;112
14;16;26;107;191;162;27;9;79;25;137
15;190;23;49;28;29;72;1;54;99;38
16;3;5;134;122;65;44;162;168;36;196
17;77;210;79;114;147;112;164;2;88;60
18;97;138;52;11;59;132;29;123;20;34
19;112;71;31;213;159;36;165;135;27;85
20;32;8;128;116;34;128;215;21;211;175
21;5;158;148;200;71;142;190;108;42;128
22;117;27;54;69;123;21;34;139;134;169
23;77;89;134;72;67;58;142;207;89;62
24;131;107;183;128;4;124;91;91;69;120
25;181;2;188;93;179;168;40;69;208;72
26;202;52;62;69;215;100;57;84;51;209
27;132;82;171;173;132;69;56;157;22;178
28;53;87;35;162;69;68;1;35;22;209
29;75;114;5;58;183;162;82;14;190;84
30;69;76;185;190;123;197;108;129;26;165
31;144;210;165;179;54;86;196;44;18;186
32;82;178;24;194;167;194;183;105;18;18
33;124;150;107;81;69;112;46;184;64;129
34;26;156;3;96;107;162;159;181;61;24
35;101;168;121;69;47;179;20;119;194;164
36;212;71;169;196;74;114;170;42;16;60
37;76;171;144;40;49;196;13;89;157;182
38;44;107;35;55;67;19;215;12;202;3
39;16;23;210;2;205;170;20;136;46;195
40;144;13;175;31;190;170;160;19;104;106
41;137;80;89;85;56;185;123;51;76;175
42;69;143;4;45;202;101;67;70;196;170
43;153;69;52;109;147;164;175;178;85;85
44;181;103;29;92;216;194;183;30;164;79
45;114;190;95;168;22;138;112;147;77;55
46;127;69;210;65;52;80;202;164;30;111
47;73;80;69;167;74;36;168;190;167;145
48;93;22;158;191;167;50;109;156;60;103
49;101;123;39;95;152;57;170;79;134;162
