;0;1;2;3;4;5;6;7;8;9
0;2268;244;6568;1054;2175;6162;6714;5954;90;5344
1;1067;1827;1183;1065;515;2252;2856;4327;4509;6200
2;5682;7080;4458;622;7091;2394;4401;699;1863;4788
3;4238;6999;408;2856;3829;2081;2071;812;2;7109
4;1632;6753;533;5274;4930;30;728;2230;1374;3514
5;3420;7081;5974;3564;756;483;568;1146;5374;7103
6;4674;4021;5898;6255;776;3201;2840;288;6557;3328
7;785;3453;3540;69;2134;5436;6096;6180;5210;408
8;7077;5161;1340;3647;5367;5985;2482;3060;746;911
9;3958;7063;6982;7;7104;7079;2372;5017;4935;3377
10;286;6472;4845;5461;1098;1200;1639;3279;1168;4677
11;4400;7100;3376;5253;2282;6839;5296;293;5172;6853
12;1154;4814;1935;4519;5232;7056;6599;682;682;3883
13;5816;7085;7112;3490;270;3847;5;5803;483;6542
14;476;699;7069;1691;7080;3748;625;383;3913;997
15;3238;3203;4817;6430;2991;3772;7063;5340;2542;2815
16;987;5682;2655;409;2233;5913;1115;3716;2743;1701
17;4562;1734;6620;5457;4301;5;31;4620;671;6381
18;60;6917;1590;1651;5279;4529;7087;2665;5900;5495
19;7109;41;2965;135;2172;1163;47;7060;5862;4272
20;960;17;5405;1442;2977;2935;2738;1307;359;4697
21;620;6868;4754;1183;5170;4277;1557;165;4362;2856
22;4903;4953;796;4291;2878;3385;6912;4481;1104;3984
23;6154;3155;4842;1279;1362;6403;2457;987;4714;229
24;6529;7088;222;3855;1335;2635;2882;4803;7104;6715
25;2374;4025;7107;7097;5955;959;75;915;6928;7080
26;362;4919;6130;563;4792;6534;1951;7059;4811;2634
27;4581;1005;6109;2574;3551;4632;5989;690;212;6428
28;2145;113;3680;1457;2336;6312;2311;764;401;2948
29;5357;5817;4051;1112;1718;612;5404;5080;3020;4272
30;7058;2013;4302;6107;1771;34;4578;6938;1978;41
31;408;703;2495;5067;4616;3041;2151;502;1897;1646
32;4451;7059;2848;5521;945;6243;7085;1037;1619;1354
33;439;3963;3248;1394;992;1310;2993;6639;685;229
34;596;830;1208;2374;1910;1720;834;2760;7072;190
35;1909;7080;4201;3141;7043;4003;699;1971;5554;258
36;3619;839;5919;5634;2594;1853;3689;235;1052;1123
37;1011;1635;958;1350;31;699;6627;4980;2233;1474
38;501;3892;1879;6558;390;5197;4694;4479;2608;4710
39;7028;6764;3401;7094;2155;3077;4786;252;2590;4737
40;2013;1052;959;4514;5796;1274;4852;113;1500;1135
41;2462;977;1403;4303;5407;6437;1531;2556;1449;6673
42;470;5406;540;26;6092;45;1288;942;2707;699
43;3506;6303;198;2395;82;2877;7081;2762;3179;3553
44;7094;217;91;2849;4391;40;848;6577;6152;6720
45;975;3735;4706;1236;959;5654;6497;625;2804;1663
46;902;517;2013;3800;5391;5201;488;4766;4625;7108
47;1093;4896;3227;189;959;2719;3178;2713;1236;1385
48;324;4970;1668;6504;1776;1980;5053;751;144;1756
49;4638;2686;5356;3990;977;2735;6991;715;4414;3510
