;0;1;2;3;4;5;6;7;8;9
0;5378;382;1690;5909;30;6427;1515;6188;4911;5626
1;1315;2480;6242;850;6810;3195;4427;4405;2550;835
2;2672;5486;4684;7069;5145;6083;469;207;629;1881
3;3936;5679;1666;990;145;2619;982;1636;334;2756
4;1075;7077;56;1404;7085;355;145;961;2422;5132
5;7114;6018;4639;2374;4170;2881;6550;25;1215;7076
6;7088;236;430;5395;7058;5355;546;1687;2317;917
7;1183;410;3667;2036;1395;160;6956;5403;2327;34
8;2932;145;63;3057;1354;2148;7069;7099;1206;473
9;1544;6325;3354;190;4234;2279;676;1538;314;2012
10;58;6204;408;1246;1076;2099;7099;1742;638;814
11;2759;230;4789;4181;1093;1582;7104;1221;766;815
12;6820;3316;1140;1840;1662;7081;6369;2189;7108;7082
13;3045;4474;4366;5299;1746;3636;2252;1056;5407;5485
14;5619;6868;609;3402;2659;7082;5610;5669;2042;4006
15;536;3409;653;7104;5593;1675;3787;567;1344;3545
16;2273;4734;273;5568;4182;774;3766;4209;2174;4705
17;4750;5300;6042;54;4009;5660;2730;7100;1274;7100
18;2508;393;6232;6831;2217;171;6212;5;982;2847
19;3519;5660;1538;1039;1498;7108;7098;2033;190;1807
20;6996;2025;5036;6602;6956;5039;194;615;2552;4130
21;4444;2884;5602;789;7097;517;6103;258;1961;6048
22;1117;6674;1480;4258;421;4079;4455;3889;1052;30
23;1799;2377;286;3545;6772;2068;3125;2828;775;2743
24;7091;122;6746;5098;789;2310;3732;940;7070;3790
25;1458;2614;686;1939;4953;7111;5490;4174;5927;934
26;5168;2662;561;293;3714;428;3096;721;2997;4469
27;477;4768;99;1692;7073;2651;6881;1543;1157;1170
28;2558;6011;2604;7111;7062;4531;1146;3334;2084;1497
29;4523;7062;7109;30;2960;6369;121;2668;110;1442
30;922;180;4978;3629;2930;4378;6521;6751;3952;720
31;2157;469;7086;2966;1828;1681;5822;6432;3299;7072
32;6668;878;6500;994;243;3427;5538;773;6100;1760
33;1194;584;3748;385;4833;4213;6083;2253;1301;3139
34;6007;4903;690;1102;6980;821;2125;6647;1052;1687
35;3417;7114;5625;324;198;7084;1195;2735;1299;17
36;4226;5119;6003;5018;2775;1372;243;2234;4416;970
37;1944;5493;5338;1045;548;5541;2954;7060;6934;4529
38;2374;2013;6734;6506;3789;1772;7098;4125;7077;1643
39;4033;6066;1842;286;5711;4668;6527;4456;1221;665
40;3104;7097;446;1274;6737;1853;3714;6911;1956;1183
41;550;6260;2851;579;1242;5770;5358;5335;6028;5872
42;5138;1821;1812;3591;2817;4182;7077;1018;7095;4441
43;5960;6349;1149;768;3428;5719;7072;5345;1940;201
44;734;3885;1183;6655;350;2828;2374;1236;2269;7093
45;7086;886;3230;5702;2457;2701;6397;4026;3697;4720
46;1931;2232;5530;1178;3350;350;977;4620;2395;428
47;1643;3616;5862;57;7;91;7100;6274;517;6593
48;1601;3081;2820;3712;5394;7069;4077;213;4913;6117
49;2864;534;4749;1274;5400;3620;1166;7;6810;644
