;0;1;2;3;4;5;6;7;8;9
0;4284;4933;2281;2856;3196;4520;3867;1243;3100;1009
1;72;3856;296;398;101;5140;1515;2131;757;893
2;184;77;2161;265;2823;1668;2676;465;577;534
3;295;1922;31;27;5207;5233;244;717;755;346
4;3707;1753;1092;3925;67;4436;315;1235;288;1243
5;1746;2009;577;77;315;27;5007;244;4763;91
6;346;108;3440;417;2138;2593;108;1056;3829;1777
7;211;4654;2565;5002;746;1257;101;100;1794;780
8;108;1719;1971;2306;545;186;365;31;2029;4564
9;929;43;1740;1088;398;3604;288;101;3999;3621
10;1609;776;5059;101;20;265;3747;209;295;3232
11;1056;230;3909;279;577;465;2484;1923;2774;20
12;999;2455;4972;2707;577;3907;363;2940;5198;739
13;3215;103;346;53;3686;2921;72;3809;230;629
14;147;1016;83;4262;457;115;1380;1181;190;295
15;371;1733;1155;346;101;835;4244;1037;5051;3024
16;43;369;1243;4473;186;903;382;20;1273;391
17;375;1564;2029;0;4033;11;2105;1370;1733;315
18;207;1975;365;186;4991;3875;2435;396;72;1088
19;1733;464;4905;11;4146;3564;3706;296;2009;467
20;2009;2020;3755;1037;4664;1387;1037;577;11;4140
21;365;3230;288;238;270;2013;396;545;4283;296
22;5199;370;1038;984;4484;100;450;450;108;101
23;186;103;1066;103;1690;1089;1597;45;4221;4289
24;1475;1001;4566;1529;279;808;4867;128;186;5184
25;524;114;417;450;1300;308;1282;2697;375;628
26;2088;2558;279;2387;2209;1037;11;3857;119;265
27;789;1243;543;775;4003;15;1243;5225;101;2374
28;1496;2302;186;996;2881;31;1547;1243;53;244
29;45;2805;1032;1036;27;3716;1733;365;1418;1243
30;363;3234;465;100;3601;3399;3429;2182;398;11
31;295;186;569;849;103;108;1081;108;365;4990
32;348;53;2622;3844;1831;2066;4674;788;408;577
33;5172;3994;5216;1243;543;2029;93;429;1243;1032
34;2486;47;2334;11;4009;3674;1812;3373;265;244
35;101;92;2616;4083;161;2287;346;207;545;1354
36;100;4427;941;577;159;1071;3299;45;315;1920
37;825;101;2009;746;981;53;418;288;457;1304
38;269;100;1313;4277;27;103;893;4640;1988;5169
39;2138;365;2335;808;295;4018;1583;4249;45;77
40;1462;2403;245;1904;3818;288;4039;4964;2631;857
41;1090;191;279;4217;3880;5094;1088;1300;279;4300
42;2672;11;1718;315;1066;577;2547;2326;4796;295
43;4832;465;4035;370;4505;577;3129;577;4163;757
44;545;577;148;45;369;81;370;2742;4442;31
45;68;363;4374;2458;299;450;1647;100;2310;3065
46;4512;346;1267;1632;245;295;295;4429;2049;465
47;2379;244;2418;1186;3330;288;499;103;165;1627
48;2804;100;2458;3635;4301;186;3752;186;2301;1724
49;577;1037;230;801;265;984;0;3289;3552;457
