;0;1;2;3;4;5;6;7;8;9
0;5056;3257;330;3471;2434;197;2349;3161;2499;4619
1;584;2014;4183;2711;4707;3288;100;3925;102;2904
2;95;2988;244;53;45;3829;3494;147;746;1037
3;3411;504;101;119;746;242;1654;2002;322;3135
4;1037;577;2500;1589;4083;1032;207;4448;365;1961
5;3141;2180;315;346;11;4747;1327;221;146;1037
6;1685;1344;369;100;4173;2154;108;1489;3906;119
7;3685;365;45;1079;207;365;244;4333;3597;72
8;1347;5209;3305;1088;698;4938;3933;4143;877;4618
9;282;45;264;545;2182;320;137;369;1701;101
10;252;3430;2026;2076;346;577;1816;2065;91;3392
11;1221;2029;3807;3515;4824;279;2233;279;45;746
12;315;53;363;3014;1479;4243;72;705;4222;279
13;67;1402;545;363;244;1066;20;5077;3847;1623
14;2782;1066;1141;375;543;1945;1520;465;1562;186
15;2774;253;5148;1091;4476;2065;2077;289;3961;825
16;102;2418;2065;3299;840;302;746;1032;457;2672
17;101;786;288;4833;101;369;457;72;5067;1426
18;2629;3747;1943;1215;162;135;4843;4275;3137;418
19;746;1299;1066;5138;1037;3519;1119;539;369;27
20;1206;62;102;1797;606;146;2652;72;2461;11
21;363;545;3440;1914;53;3878;327;375;74;737
22;108;101;467;333;3110;346;369;259;53;1074
23;4073;543;635;20;457;1155;4619;5075;683;1444
24;2725;2336;36;261;1032;3679;4031;3143;363;3631
25;3119;577;3492;5078;108;2729;465;397;186;102
26;369;1910;3520;2527;1169;396;4533;889;288;9
27;999;3874;1037;3650;102;376;31;119;45;353
28;3912;353;577;2065;103;1088;363;328;465;1943
29;3364;880;146;3504;108;623;4354;24;100;1754
30;186;4668;671;148;1814;2299;4644;4251;2243;2875
31;101;72;2181;457;101;3216;662;108;101;244
32;346;1885;279;4221;20;816;1686;296;3555;409
33;2274;315;773;942;4306;1178;1122;20;279;4042
34;218;4881;349;4823;2305;390;359;186;2199;2717
35;2904;1066;1374;4658;3678;546;442;207;27;1032
36;11;4310;4818;2987;186;244;279;3539;4149;4099
37;288;2353;72;3783;1371;1640;3505;1838;398;770
38;1942;211;1678;102;396;2945;45;3105;3108;227
39;27;615;2766;174;27;1037;2073;3015;285;4023
40;2593;396;543;279;2456;1302;3253;465;1370;825
41;353;1379;2008;2509;147;4556;598;577;885;1248
42;1066;186;1161;108;355;353;545;41;3707;511
43;1438;4550;3999;3339;465;207;545;230;1677;2509
44;388;353;457;1315;1130;3137;3258;4065;3715;577
45;44;11;1515;186;4743;1272;4333;27;543;4145
46;1619;2687;214;4366;3413;1037;1089;1088;333;5177
47;529;1893;1066;209;935;2793;5167;369;253;146
48;146;101;11;2437;2313;1629;36;2910;4214;4194
49;1901;186;1042;2062;929;504;333;4461;1037;36
