;0;1;2;3;4;5;6;7;8;9
0;696;1792;2391;1818;149;1694;4556;1577;1227;2900
1;2423;968;53;1897;4970;2073;4428;175;675;259
2;341;369;3715;2528;759;2725;1268;1710;4869;277
3;1037;77;16;1254;4626;1032;206;4511;238;1087
4;2504;261;2996;243;103;2758;2562;1103;143;3211
5;1769;103;648;4392;101;274;2701;4015;159;288
6;2261;1284;103;325;5232;593;108;285;221;2718
7;2088;3822;270;4042;1862;1956;2619;657;1112;4920
8;1135;1926;2190;4797;4041;528;4340;103;4469;3435
9;2980;1132;288;2021;869;491;3085;5176;1082;3433
10;4014;5183;1792;1813;889;1258;4973;3922;498;3334
11;412;1930;2743;69;2904;3370;3810;2624;4327;1724
12;695;325;252;1472;1559;280;1066;2246;20;4292
13;4116;2387;4587;4275;82;4224;2983;159;265;2916
14;100;1945;27;282;3467;280;245;20;295;84
15;261;273;3999;2579;3443;5094;148;297;11;2727
16;1295;1607;3765;221;97;808;4987;2573;2638;3081
17;3806;1281;127;3432;4848;1037;5085;4132;2471;1408
18;303;3218;299;1587;3693;228;288;289;2475;450
19;276;972;1418;31;2651;2290;1291;1042;3381;108
20;108;279;261;295;587;100;3634;2251;301;4015
21;40;1493;3689;2331;4097;1889;800;3335;2888;285
22;303;1499;103;426;1721;936;77;369;3090;250
23;4030;3904;77;359;1414;279;2009;273;315;1037
24;280;280;4551;5013;2625;108;1037;3277;3332;3902
25;631;425;3578;269;1198;72;2184;577;300;274
26;615;1370;1564;1541;4336;284;128;3353;2712;2199
27;3484;3145;4742;103;2801;602;4566;4765;1552;186
28;181;581;353;4223;72;1082;577;1963;758;3511
29;750;2453;2047;498;123;1436;3489;1279;3564;793
30;269;2337;1013;3509;4685;159;4871;3404;270;244
31;3841;790;1921;2649;301;270;2378;4923;577;292
32;2382;874;4929;49;1882;297;3308;1332;3967;265
33;863;1280;1037;2395;277;3681;266;327;108;1731
34;577;280;4202;2101;517;2928;300;299;2737;2740
35;34;2034;2593;690;142;259;264;1083;1968;896
36;343;240;3823;3996;3006;3657;256;108;3362;1037
37;103;286;4076;1726;100;145;648;1390;1034;2802
38;1242;322;776;292;2754;1563;3770;3740;349;495
39;1339;3102;4752;1020;4420;159;1909;3830;1037;376
40;302;3902;577;581;1168;4191;270;108;4031;275
41;3333;577;1272;1818;979;1245;856;289;577;12
42;508;429;1389;3659;279;2348;1207;1525;4217;577
43;92;258;3963;450;670;1631;263;163;1233;3525
44;3274;1564;3294;376;101;1157;369;1705;1717;1845
45;31;108;3798;275;1037;658;1815;4852;105;108
46;260;2236;101;3820;2878;4318;5116;1284;2631;4628
47;295;4228;1037;929;3559;1750;100;1836;1391;4143
48;3878;5120;296;2803;708;4533;3996;4883;119;2462
49;1833;1233;289;1366;4215;207;2619;370;4864;77
