;0;1;2;3;4;5;6;7;8;9
0;4403;2195;3616;4190;1305;4158;4435;545;3218;4864
1;1861;2520;2065;396;230;2164;230;365;3578;295
2;611;2029;984;4506;1032;4080;301;306;545;3151
3;346;2160;722;746;375;1037;2411;27;11;398
4;68;363;498;295;2156;103;3805;498;746;1349
5;31;727;20;77;159;396;100;322;45;2009
6;3263;72;398;810;295;31;409;1337;103;186
7;3748;2565;546;103;11;2267;296;101;3442;4394
8;4407;1032;72;1037;207;20;4807;3588;2263;186
9;2065;11;1243;1639;103;322;396;450;4590;45
10;543;4998;577;3872;577;480;465;108;103;315
11;265;4156;993;984;457;77;964;57;2861;545
12;1775;2018;475;1088;3770;1213;11;101;2009;608
13;1739;159;11;1066;279;1729;365;3788;1320;2881
14;2817;1066;1037;244;4564;346;279;159;370;4846
15;1072;820;3119;4520;2383;3114;984;984;1953;100
16;577;4157;1733;2262;4226;398;1032;968;19;1032
17;3234;543;3889;3759;543;207;450;4514;284;4842
18;1029;369;246;288;465;77;545;907;1818;5141
19;1032;396;3721;250;45;72;1744;4079;758;1243
20;1888;20;2264;31;1550;1356;1573;2530;2827;4211
21;3556;53;1781;1742;77;230;1727;577;1066;465
22;3132;850;103;3561;186;1954;45;3448;295;770
23;1538;800;159;346;315;4088;2009;101;2708;288
24;1205;100;2234;1088;3234;4747;1733;3797;3795;230
25;53;4231;279;3210;363;2984;207;1769;103;1037
26;5208;101;101;369;77;1133;3844;4328;1037;1037
27;108;1037;1091;279;279;545;545;1091;1469;398
28;340;586;968;1032;450;1395;346;92;70;2009
29;228;2255;363;100;707;159;2556;353;2360;2065
30;1368;613;230;3038;507;27;186;2034;276;279
31;2557;3283;420;849;450;396;3411;369;5025;1733
32;1243;161;5135;207;2065;746;3902;2572;2860;1303
33;5167;2210;373;1719;363;244;3893;1037;396;2178
34;293;365;103;2065;2532;279;146;4891;1032;577
35;2488;1243;398;1037;1377;346;16;1088;1500;288
36;434;3295;465;20;1815;4352;5074;186;5103;1243
37;3114;315;346;465;3459;979;516;4095;4298;1473
38;45;45;396;279;108;101;295;1365;20;1088
39;108;101;2192;363;1412;315;322;628;365;265
40;5013;577;2290;398;346;1476;1135;207;2065;1018
41;1089;2009;135;1323;543;108;11;2557;421;1332
42;905;1733;2214;294;984;369;3262;315;108;20
43;988;463;225;2395;2126;45;457;3613;1289;4694
44;375;230;4698;1013;3707;1243;108;2029;1037;346
45;2820;186;1513;72;4681;465;72;5218;100;365
46;1733;31;1456;577;4393;1031;2377;3318;1103;457
47;2381;1037;2725;27;1091;1032;178;4900;108;108
48;2642;2347;369;288;1070;464;984;543;683;375
49;1245;20;1545;1453;53;154;1037;1036;4966;4739
