;0;1;2;3;4;5;6;7;8;9
0;0;60;21;38;67;31;10;41;43;26
1;41;57;38;66;53;23;63;10;55;11
2;28;60;19;37;36;13;45;19;49;13
3;60;39;53;41;62;9;65;43;3;25
4;40;30;52;5;49;36;55;5;48;53
5;11;7;46;58;28;63;49;47;37;47
6;8;47;28;46;2;54;34;41;10;36
7;39;5;1;39;44;31;43;10;45;32
8;2;27;11;60;46;3;0;8;60;8
9;25;56;35;34;29;8;11;28;36;0
10;37;9;32;14;31;58;14;65;34;37
11;38;50;5;40;47;23;61;2;7;45
12;36;56;39;47;60;52;55;7;46;3
13;54;25;7;49;56;24;16;9;24;57
14;36;55;35;2;49;25;53;31;30;49
15;18;19;9;56;7;50;25;47;44;41
16;19;23;60;43;17;47;41;64;20;32
17;7;47;68;40;20;60;34;7;19;34
18;27;49;14;61;50;21;3;52;9;16
19;34;37;24;30;44;18;60;40;11;17
20;21;65;37;17;41;18;67;30;10;52
21;20;57;49;10;35;62;47;32;51;51
22;46;10;65;9;11;10;30;54;54;45
23;27;54;5;51;69;59;41;57;21;19
24;57;9;14;46;52;36;25;19;31;0
25;60;15;3;11;5;47;1;38;45;66
26;14;34;57;9;31;42;0;24;57;44
27;40;41;67;59;47;63;39;15;8;7
28;62;1;25;26;54;2;37;67;0;40
29;64;10;68;61;22;14;54;59;24;6
30;17;61;46;68;46;2;37;69;63;49
31;63;69;17;53;3;39;18;6;52;60
32;69;18;60;35;14;46;5;50;23;61
33;9;6;16;57;9;7;19;39;54;11
34;67;52;37;65;8;3;9;66;25;47
35;47;27;19;22;0;65;55;61;49;30
36;65;10;45;39;23;49;47;6;9;50
37;67;39;47;20;18;18;27;20;39;7
38;17;31;48;30;68;36;40;46;26;37
39;38;11;17;44;67;57;18;63;35;10
40;64;69;56;48;68;53;34;19;50;36
41;54;65;21;20;20;29;46;65;68;31
42;47;46;30;8;5;0;64;23;17;38
43;61;63;44;12;4;29;46;37;33;31
44;14;32;40;58;10;41;17;31;36;16
45;34;7;26;41;63;65;54;43;27;66
46;31;20;61;11;55;7;67;21;38;19
47;27;33;64;7;7;61;31;55;19;46
48;62;26;32;67;62;1;7;49;57;56
49;5;0;34;18;37;37;28;69;52;9
