;0;1;2;3;4;5;6;7;8;9
0;47;54;36;39;15;8;32;41;5;10
1;69;2;60;63;35;9;28;19;39;53
2;7;56;32;7;67;20;11;14;23;56
3;46;18;55;41;10;24;40;31;43;69
4;43;68;43;35;67;13;48;52;69;0
5;9;30;53;22;16;31;57;23;19;49
6;0;69;18;20;21;7;34;57;27;8
7;11;24;60;2;25;15;11;14;7;34
8;57;32;3;44;49;34;61;60;47;55
9;64;31;50;31;57;54;44;62;6;68
10;1;66;38;28;37;21;69;30;69;1
11;55;7;51;22;32;62;46;40;65;42
12;41;57;66;64;29;28;60;6;9;67
13;32;46;44;52;17;19;22;51;10;37
14;9;12;4;66;61;9;47;67;59;34
15;62;60;21;69;51;37;13;29;4;46
16;55;7;9;43;37;11;42;46;61;22
17;38;6;44;16;45;13;18;19;16;15
18;36;62;60;39;57;48;39;48;62;55
19;16;35;36;54;41;61;69;57;20;49
20;63;66;42;38;37;38;18;9;34;9
21;12;61;20;18;28;24;42;61;36;67
22;13;64;15;9;69;39;44;14;64;54
23;24;10;47;2;13;49;51;20;21;23
24;35;29;41;48;10;46;57;63;61;57
25;56;52;46;8;45;2;0;50;38;68
26;47;46;37;65;54;19;62;27;62;23
27;59;15;14;10;69;41;55;68;57;64
28;39;25;57;21;56;36;20;56;11;57
29;27;27;12;62;9;50;47;42;54;11
30;54;47;30;21;49;30;7;53;25;59
31;6;38;23;31;61;31;0;24;10;46
32;44;47;7;58;39;67;63;27;34;22
33;0;45;48;9;49;54;18;43;19;44
34;52;13;1;8;57;1;9;30;58;35
35;11;59;61;46;23;63;48;55;8;8
36;32;44;24;40;68;50;39;7;7;33
37;8;1;54;5;0;67;20;37;11;7
38;18;5;46;61;46;16;53;47;24;27
39;2;35;63;62;17;42;27;46;9;59
40;23;17;14;37;66;11;33;17;45;53
41;31;14;6;12;33;8;53;65;44;55
42;2;60;22;68;46;34;47;33;14;67
43;21;19;7;32;60;53;24;8;54;31
44;7;57;46;47;25;28;21;40;23;4
45;3;7;2;50;16;46;54;41;14;68
46;18;22;35;3;18;51;47;15;19;11
47;64;58;52;58;7;41;4;34;35;25
48;12;67;43;46;40;29;67;56;46;6
49;41;9;15;28;50;64;56;24;47;28
