;0;1;2;3;4;5;6;7;8;9
0;18;43;64;13;55;43;31;68;68;45
1;52;20;0;52;24;26;60;47;57;55
2;2;61;5;61;11;1;40;62;59;34
3;20;19;57;19;47;65;22;17;13;39
4;34;50;47;39;11;58;7;55;9;10
5;52;60;48;47;23;39;16;20;62;19
6;37;11;33;56;43;46;45;53;17;55
7;23;56;7;11;44;23;31;15;31;16
8;9;2;69;46;39;4;19;61;0;58
9;11;33;51;17;31;3;61;22;64;41
10;65;21;61;0;10;69;52;7;46;61
11;54;46;40;12;16;49;46;22;63;11
12;25;67;66;39;30;69;23;6;60;28
13;39;18;29;31;9;9;25;39;48;57
14;9;51;9;37;37;28;64;49;56;60
15;8;49;1;67;7;47;46;60;0;29
16;10;46;31;53;27;7;10;37;52;53
17;0;40;42;13;64;49;14;18;40;17
18;21;11;17;62;48;33;54;68;24;8
19;20;47;28;64;17;60;8;63;28;69
20;57;26;59;48;17;39;64;64;54;20
21;60;7;65;58;69;14;39;30;65;49
22;54;45;19;0;5;10;49;32;23;54
23;3;65;14;59;54;22;4;9;50;56
24;45;63;35;2;59;58;16;34;54;9
25;63;34;41;57;24;20;66;46;58;22
26;39;7;56;41;6;23;13;47;9;26
27;9;40;52;1;67;61;9;46;10;53
28;7;13;4;42;55;62;65;23;52;43
29;3;37;46;9;57;60;35;21;3;40
30;2;17;58;17;1;2;55;50;29;40
31;66;53;65;21;52;7;18;10;10;52
32;10;44;50;29;67;5;49;14;65;46
33;59;57;14;9;56;54;59;42;7;39
34;41;19;12;53;50;18;68;4;41;13
35;5;49;28;5;29;0;21;15;39;64
36;6;61;16;24;59;48;58;10;11;60
37;46;34;46;34;12;16;39;22;41;7
38;58;69;7;37;9;4;50;9;36;7
39;37;9;18;55;48;48;51;43;11;60
40;5;13;49;36;16;67;13;27;21;19
41;54;31;23;20;25;53;8;64;30;24
42;20;13;46;21;12;17;12;2;20;67
43;24;58;52;68;66;56;2;20;53;21
44;30;52;13;50;23;68;54;56;63;23
45;19;41;60;49;46;47;20;45;19;9
46;66;55;56;7;6;42;0;35;42;16
47;41;54;18;36;28;10;52;3;15;57
48;40;50;12;25;5;48;55;54;7;25
49;41;44;61;5;0;13;28;66;5;51
