;0;1;2;3;4;5;6;7;8;9
0;726;1725;236;220;2007;1468;1798;380;2162;702
1;2155;1467;765;1962;1849;1465;1061;110;2034;2273
2;341;2090;387;1417;2025;1270;2524;2098;1159;2116
3;2064;2481;35;2136;431;2517;850;2246;1097;1687
4;2454;615;2400;1673;2208;1931;1296;192;411;1857
5;1550;1442;1879;2302;2081;940;2343;1395;2250;1589
6;2172;351;811;1513;39;2143;373;1766;2501;489
7;2093;1078;1523;409;1377;407;1744;1417;761;296
8;1512;1074;687;2335;2478;2426;1936;1744;190;1759
9;1551;1777;1472;931;580;2364;1046;306;1183;2117
10;420;2255;561;2138;1929;100;938;1152;2360;1793
11;1086;799;1804;545;1310;1043;956;2517;2374;509
12;2004;258;2187;1658;2023;2488;1280;214;2323;956
13;1206;1927;1409;208;1941;1197;91;2259;1324;1383
14;794;1761;819;2523;1113;1910;1012;159;1159;2499
15;753;2137;635;192;298;609;862;1589;33;1069
16;2399;706;352;2320;2337;1425;2322;1015;7;2022
17;246;674;314;298;355;1805;1459;855;232;1317
18;2523;1982;1852;1154;1330;578;2038;38;648;1229
19;2477;1012;521;2292;209;1979;2268;2103;1407;2189
20;1013;1239;75;1317;2378;1052;2046;435;28;2497
21;806;226;2093;2142;1094;915;1598;404;1965;2483
22;160;1506;2231;808;658;950;556;1666;588;741
23;1136;2262;187;942;1842;1472;1330;679;1503;1955
24;777;1393;2399;1753;400;2399;1090;2118;2138;649
25;573;1413;1406;445;1535;2190;29;30;1779;2416
26;2136;160;237;2007;1406;730;488;2319;309;895
27;1348;1312;2380;202;2165;6;620;414;2282;746
28;1791;1935;2069;688;1152;2372;1939;2173;889;1591
29;1390;1805;2352;1372;1553;2401;835;72;2410;1164
30;2086;214;2208;714;487;988;1040;1136;1114;1322
31;611;1557;1243;1548;1124;2137;1108;551;1174;1901
32;2464;2348;2172;824;1221;346;1808;1850;1978;1536
33;678;1346;2151;774;2321;1741;753;483;1611;1407
34;2385;174;1558;45;246;286;1415;31;1700;42
35;1629;812;1463;32;2490;506;768;2217;312;2006
36;1839;1152;519;342;1790;489;1968;682;784;587
37;36;2370;1005;11;1317;2137;643;2313;1157;714
38;153;1304;1225;790;1739;1955;1931;210;1596;2456
39;1187;2400;1690;1608;384;1096;1651;827;241;308
40;2415;1296;714;1282;913;1537;134;1006;2025;2115
41;1402;602;1083;2225;1675;1502;2309;999;369;2046
42;1823;789;877;1744;815;1067;1325;2149;1834;2130
43;439;290;1152;2513;1049;1824;1155;734;608;2271
44;1347;451;2084;1523;1154;153;1120;880;987;1262
45;914;2537;117;2071;1008;181;1374;1033;1717;620
46;345;2211;1140;1741;2310;1358;1310;2364;1889;362
47;1152;25;1605;410;1339;975;861;2452;1919;1489
48;1744;302;2141;1480;2032;680;2135;1067;29;1412
49;1762;1399;1640;708;841;699;2149;450;1418;732
