;0;1;2;3;4;5;6;7;8;9
0;51449;27174;52640;61534;52850;29894;25449;35549;12134;61743
1;51693;4960;13465;11231;26910;66900;15531;131;59287;43295
2;26238;62789;54503;62437;40;69786;13642;33894;12505;40318
3;20113;5113;19780;119;26008;152;40;23019;529;7645
4;9098;173;40;33035;75147;5169;41094;34579;37897;69
5;185;25801;7199;64526;59912;34590;73160;20778;65151;20035
6;24795;58887;55130;11297;11432;8470;58781;40296;12426;34290
7;613;380;173;775;489;30229;53964;183;8394;29779
8;4281;23;30526;64474;37642;20113;154;34410;33700;72869
9;41036;32979;21294;17120;123;66661;63578;6436;11753;183
10;30;357;42466;27135;51967;55792;56678;39939;1389;31011
11;13277;25712;63629;24215;3911;8831;615;34867;65682;73
12;12098;66467;35620;489;63930;13630;357;74670;63878;40446
13;357;2541;47229;5077;49120;34791;17095;38597;75431;34100
14;39612;2063;36;13041;185;70566;2288;13523;1827;74820
15;38874;65110;357;47054;68318;13698;4526;18811;73938;48457
16;73;277;17123;40;140;30;15;140;230;11299
17;21598;21707;1783;1961;35375;411;59924;3260;15;57399
18;372;38201;53269;357;10420;40;23127;12746;9614;37865
19;57672;63516;30930;29738;6940;814;67917;131;60819;28319
20;277;363;44982;15443;18368;28435;49080;55797;12705;4505
21;30425;40667;48434;131;59822;747;8611;316;140;55063
22;2510;19130;59745;43879;53906;27273;2928;15309;40489;40378
23;8182;55869;183;530;29064;183;35799;12967;114;22230
24;40;10669;38823;63357;46598;14972;67578;357;35285;561
25;63662;39397;615;335;34596;380;4131;230;57646;768
26;910;231;165;22034;16723;56763;71268;154;183;18190
27;27592;6690;30663;15;8523;56352;23525;51596;357;30778
28;20531;183;70149;36731;6407;20447;1188;372;10468;12107
29;4798;10545;57226;1040;357;49108;1960;62269;230;22727
30;60515;25483;1960;4866;43638;71677;47230;28141;18675;12745
31;6998;66764;19192;292;35546;17459;37598;7757;53707;6613
32;173;230;20884;42726;18778;1590;31;29657;4956;4458
33;34310;44340;45840;27432;53133;30;140;1783;21980;157
34;2974;67586;33692;67221;30;372;33083;294;33840;36
35;114;17019;10884;30437;41056;648;3297;10955;44588;60274
36;30892;132;3851;30;231;33152;7891;40;6732;530
37;269;32992;7523;27753;40884;2682;2266;4318;30493;9471
38;58458;53597;277;55;1063;9680;685;15;40;2788
39;357;57783;703;3247;10246;6700;230;14356;16608;23742
40;36;24033;55;140;9713;71391;22812;6790;47362;3721
41;11701;663;40960;1417;63533;70555;2660;32882;30;39814
42;54718;38109;73;4668;9001;59561;30107;19731;2137;62010
43;37542;140;357;22996;63914;75621;36406;530;44141;2872
44;9004;142;23915;40;40;1783;19376;7166;18514;21810
45;1679;4395;16159;380;7844;50941;71169;33227;35844;19812
46;11034;69721;6446;14075;59089;4955;1;35366;8622;53645
47;11223;52451;42561;61004;41388;20043;357;42966;37354;29162
48;10338;185;230;14;20847;38108;39346;61428;957;65855
49;357;275;2510;9792;8932;16466;38802;220;29910;3188
