;0;1;2;3;4;5;6;7;8;9
0;73055;2515;25634;48300;59908;37361;66462;4143;30191;75353
1;185;72786;1961;56462;53701;13915;40;4820;63131;23
2;39061;73;323;186;1961;2797;9408;22773;18646;43794
3;68130;30;2696;23;55616;33561;586;48762;59044;489
4;72297;4980;186;17345;10592;56771;62728;28627;64567;36260
5;957;52610;39615;49686;64053;23348;11700;60042;23844;174
6;17656;19238;36473;40435;173;15122;49452;45010;19475;1972
7;17170;65667;165;39663;75846;44106;47828;58435;18569;9108
8;9598;231;40;31607;27219;48443;14861;9773;63482;20392
9;30486;132;28497;19521;23368;13620;46097;55572;30;50048
10;24273;1301;54954;31061;29256;140;56755;2977;54799;2158
11;55699;42870;56469;73718;30;65748;47637;44533;30;68656
12;15524;25120;8889;73003;13956;70515;44803;718;615;25947
13;74399;53394;394;57929;30846;40085;27412;12705;44797;140
14;60807;14038;2136;40;2085;530;64895;1972;269;269
15;42510;53001;36893;60501;540;37037;15628;15507;15725;530
16;36743;46166;75537;2799;220;47104;24899;25017;42785;3580
17;38839;11647;28556;1162;6480;16724;27;8192;132;47911
18;27570;48366;11425;43256;67643;140;14077;33484;32271;2418
19;53095;23;183;51327;64612;24590;11331;9881;56933;11541
20;49340;3001;6697;1590;37554;28611;16404;56779;65641;24048
21;50728;1783;73083;69307;60271;4125;33405;4392;75622;54535
22;48654;34479;469;31976;44461;39271;45383;55380;12593;1961
23;60780;529;31877;43346;230;22576;2678;19280;1393;24621
24;47203;46437;39912;48816;150;51171;230;71687;45610;9775
25;58008;68829;32190;23927;14488;48058;2213;897;934;65588
26;52823;47030;8918;23197;51425;761;615;67451;124;275
27;38473;1960;11606;25607;40827;36;20438;18944;61350;6595
28;59490;25313;32887;33601;2799;26182;65262;2606;16313;3243
29;37487;49568;296;12630;140;25049;69321;71020;13690;58682
30;23200;44645;2798;75209;6483;19585;69139;10406;65545;62912
31;17762;40;41908;18384;6305;10016;50757;39965;40;16543
32;8922;57884;62512;41967;391;5288;9039;4481;55;40
33;59929;1632;11928;69713;17722;46577;12097;73731;52836;32928
34;14611;9283;512;6395;54963;39513;2928;63536;10232;26995
35;20656;55707;11462;64327;61652;16615;49318;31487;6979;16127
36;8886;25198;11984;25316;44345;19493;35108;2185;8940;277
37;46884;2991;11294;615;30458;75361;60506;64781;23591;46733
38;71825;898;150;31470;6417;44942;79;173;138;16958
39;70740;29536;54111;3076;615;34089;66033;515;5008;25563
40;67507;12109;24683;2150;58828;53128;32766;4847;23088;42056
41;17495;37062;186;49220;37181;5769;64083;4812;73566;1139
42;1202;40;372;60067;2902;69494;25700;49901;186;18283
43;55853;36522;489;512;39717;8689;65478;34202;132;40
44;2608;70990;19458;16284;5920;56495;173;27075;20653;70
45;38316;44957;45726;24472;41934;43596;5507;2158;9751;205
46;73565;7793;50739;27518;131;6082;33620;45173;542;45119
47;59794;40;23;55512;74232;933;72459;2085;8684;63724
48;55159;44007;42712;53040;1634;173;4366;28048;62195;6435
49;1244;61490;3548;1139;40;64731;27404;16053;40972;3009
