;0;1;2;3;4;5;6;7;8;9
0;20203;875;32657;55097;54095;3854;40106;13479;50348;58539
1;68464;68115;357;31517;69869;72629;55841;75852;53817;283
2;51451;15507;75799;38026;1145;52416;75865;61773;13215;27342
3;69082;31627;14064;12113;11853;47748;64806;32433;1164;41
4;38129;33580;2934;1164;14367;20509;28212;23016;75799;63278
5;28427;49525;38892;31885;38190;75877;42587;48852;70123;13573
6;54924;70305;364;62857;39216;24104;2801;64;41672;70886
7;50873;35620;34061;63853;34342;14524;75821;74916;52143;40743
8;60004;36903;50447;4878;58049;69175;66661;52795;11181;75857
9;27156;21823;67265;75837;9099;50895;42196;42195;7328;4264
10;32730;16682;75829;52642;65725;75408;24455;57417;63029;8510
11;51443;6560;2654;67992;8804;1603;29514;5;4445;52608
12;54032;27502;11771;75857;28333;72417;67112;58644;68437;17579
13;5255;16787;1216;18181;3569;63521;18362;62697;54721;63391
14;75860;69388;10976;1416;73785;30180;75807;21970;59211;73873
15;75853;75853;46769;5065;22847;2554;31982;19075;14757;53720
16;14329;30783;46631;75791;66380;64985;31;1962;75875;18379
17;16838;4116;33860;47411;51604;20904;53535;806;54530;27131
18;69424;10897;35060;67;75873;62072;75859;40620;24035;74297
19;28957;21819;71865;65243;12083;23926;27593;75310;487;70549
20;10585;21778;12298;4451;3531;37141;57227;2150;62055;34338
21;36876;57063;44952;71739;75842;40130;16103;75838;31002;47998
22;62963;59803;39963;5144;34970;2422;65589;52011;23034;35739
23;34581;6308;5024;74686;71541;52194;10175;10405;55581;18807
24;3997;19600;15917;75875;5148;38721;24258;22994;10100;28671
25;75834;20264;75836;57813;25262;74533;37073;14658;46875;39931
26;75286;3400;66697;2609;57713;52621;71766;62093;67163;20955
27;11990;53846;75863;23586;9160;140;48457;73982;56602;42326
28;2126;34171;44173;6083;75822;6178;45193;69682;32886;59613
29;42820;42126;33250;27221;13458;7523;62989;29628;9975;2274
30;18933;71562;36997;20956;4066;75820;13608;12975;49010;37362
31;31137;11942;8497;59268;1066;57859;7525;17060;29246;4346
32;37816;19521;23808;48654;5166;75821;19205;24095;66205;17573
33;51301;5513;30775;71917;362;69703;10024;32442;45552;62902
34;35969;6897;43371;75856;9677;36195;17047;75801;75836;4522
35;73302;61238;225;3254;30556;9474;75857;21310;1677;12877
36;18761;26206;41354;43041;31154;2323;36487;4143;33793;6213
37;6184;464;75853;31972;67100;6366;25838;19511;40592;47243
38;75842;16961;75793;2668;23278;14428;24313;69531;30445;22980
39;66973;39236;75540;67414;5;4971;5182;34706;19525;16628
40;744;6971;47670;75858;75854;74585;45825;58789;3316;41614
41;11506;55001;1875;55191;19993;31293;3067;7662;51014;12524
42;28371;21672;22151;1585;20221;23492;196;4731;25808;75859
43;69678;11647;73972;3484;17235;68362;21018;6475;57284;17094
44;1890;57826;58556;64965;1520;3176;8661;29998;41556;14723
45;74227;71900;42768;47158;17018;62818;2117;31518;7855;33559
46;3018;62999;8831;66660;74955;13896;1060;49282;75835;17821
47;364;46546;18848;4142;25962;317;72552;35415;75861;18826
48;75828;2028;30965;72700;33324;75515;27779;4535;11054;67435
49;27;48251;36238;60156;41388;23002;21153;72359;16747;48885
