;0;1;2;3;4;5;6;7;8;9
0;29849;72798;36566;52819;13647;26200;72415;52124;54482;11395
1;25656;36987;5499;28679;12369;24204;132;48787;173;53737
2;8052;15775;18791;58305;34515;140;64133;2328;39374;69415
3;27622;39273;9256;433;75565;67102;37636;2333;20782;11713
4;29724;25104;1236;59707;9417;53408;71381;8239;53705;24581
5;357;24905;62944;71759;19231;3899;40;58472;40;502
6;24394;36;42864;75564;44606;4134;34490;51858;15072;39380
7;72459;23;140;15314;2108;50093;24;47579;1960;27191
8;14284;140;11046;47761;24735;6100;74190;54743;65727;357
9;54506;21972;4362;6656;8534;3444;9155;40;67386;16548
10;32194;72077;65281;150;61991;10919;24335;15785;45846;41007
11;65067;26811;64131;40;44099;41434;1362;4231;51190;57935
12;631;71431;3300;54489;34991;62816;20992;46990;28840;542
13;53262;832;51056;372;39974;131;36532;46238;2743;17941
14;35267;16592;357;8311;1530;36713;52942;27733;55256;61109
15;1896;73782;35854;43927;60820;703;21588;5718;173;29375
16;1961;150;4625;7190;35753;1730;68436;69981;27702;66193
17;36363;4346;25901;193;25877;61967;1394;59798;357;1580
18;49594;4975;11594;9004;51249;5032;11340;25040;53251;2510
19;13032;36765;58635;50170;32503;57048;18059;15;51183;124
20;154;28100;74033;32780;148;17600;58873;4009;62027;22074
21;51328;28772;165;55451;24513;964;6589;934;9267;10007
22;25578;59950;40;72588;47314;24556;6889;47549;124;1139
23;10034;1162;74676;17611;61874;14;65020;75870;15409;357
24;15086;5441;24;4960;53187;500;9687;47274;12845;7808
25;37967;4345;54130;17418;44219;4479;39782;16739;60251;38744
26;46899;185;697;17843;40468;372;72545;13495;59184;40745
27;54180;41122;1961;4493;67157;46796;140;38222;33893;40
28;13050;140;34274;55;3580;357;220;52325;12680;7147
29;61346;71471;10020;349;9554;17936;34074;66833;357;357
30;13368;45400;50784;71422;51035;22652;22105;53430;12443;10740
31;40169;42792;22310;40367;72848;67063;357;357;20627;36556
32;43857;17088;986;15650;72095;17958;22162;40;2072;26185
33;277;39285;32538;55046;55794;62381;28977;323;4857;56980
34;67894;59703;7254;27676;21849;5154;71925;27465;48104;71387
35;65919;40;1948;273;4668;183;72657;73028;6564;20081
36;73648;7779;357;74780;14658;12733;1276;50953;15159;27216
37;49754;19629;31684;16844;24854;57044;157;56827;70182;69903
38;67196;21889;1783;23;2668;11330;61071;294;529;23427
39;15157;26811;41087;357;36801;71374;30;4643;3247;40759
40;23761;57474;2081;28872;6557;30;42906;48637;41558;22256
41;19840;7429;173;47021;21682;433;292;14046;2510;62679
42;75578;38287;60540;998;39931;27573;39176;48873;71271;30
43;40;13350;615;8607;2546;17936;9999;21585;39710;275
44;14725;697;7858;7940;16414;40;60418;11710;8007;72124
45;37657;1960;7757;40;21464;67974;27;38690;6335;57393
46;45739;68609;6643;380;292;55;29819;530;55;2668
47;67016;14771;19873;10497;29893;12953;59213;15518;47742;703
48;4125;269;10426;74564;55224;22582;29591;132;8921;47073
49;11377;1087;54623;73766;3027;38694;36;1055;124;71013
