;0;1;2;3;4;5;6;7;8;9
0;23111;763;62197;27943;7962;43954;9220;62554;15712;8354
1;2409;9181;174;30166;69792;357;3722;23713;183;70235
2;16481;70685;150;48910;530;36821;40;59399;2646;42359
3;3879;28659;60989;71516;62993;74670;72726;3593;55277;186
4;51536;372;32088;20829;30;60373;460;26209;37181;14852
5;74625;13936;52762;41289;1960;3825;1590;54332;16238;65483
6;47133;40;69586;68843;22171;19585;40;4947;31182;37079
7;15;51940;44960;372;1286;29973;492;75233;1590;19365
8;18780;21727;23;32951;38146;52565;34866;8158;58425;36450
9;67068;59671;24836;3453;7434;71356;59363;183;10591;52092
10;357;38836;54332;47708;64789;41093;67473;51333;39311;40203
11;71816;21849;49637;40837;72751;1016;39026;489;9815;14385
12;75565;37363;186;2646;17994;389;380;1704;53360;1158
13;69482;31652;64833;530;63333;55758;1783;40;10612;364
14;30;2212;357;42068;636;70124;60401;40;64473;19860
15;44719;50992;52191;41616;1261;4346;55;52692;14110;26862
16;7238;13815;542;10656;323;2114;75577;65027;372;61552
17;2718;14751;66891;40762;357;44621;114;4674;56131;94
18;13325;54699;13635;27855;140;68096;52649;18826;1679;57223
19;45562;22773;61004;1961;13271;70038;70512;47343;4288;43617
20;31007;7013;74729;3552;45173;53349;1139;54183;61177;16750
21;37024;26146;6252;185;73;42377;2001;487;141;185
22;1960;54432;15156;124;33007;15584;70095;277;45610;55132
23;70317;4988;7952;186;16223;73846;25891;60934;730;66437
24;74454;66762;6734;74107;1139;9627;23328;32056;32463;36375
25;31200;47742;66853;25200;269;9040;44609;275;15305;51094
26;5852;33666;25133;63413;29316;23451;140;39340;5738;1907
27;38127;433;38550;46177;28453;40;2137;58405;219;44426
28;15353;3308;141;6184;27419;3603;9144;51817;14034;6963
29;40175;46141;4275;40;12166;31995;64647;68290;2141;1297
30;294;20470;46222;22491;3982;357;489;62746;2137;357
31;30606;17728;40;24379;29201;33718;1525;357;74055;55612
32;2787;65773;54589;703;74984;28640;44585;12245;62067;1139
33;12371;40;40;259;58935;542;36058;11383;8571;38673
34;357;3889;11363;24502;40;72658;7535;37799;60539;6475
35;62814;33308;66499;542;234;39759;23428;15442;615;140
36;1139;9238;66589;64246;21840;11691;41737;49391;73;72283
37;46001;20760;48854;123;61519;380;57157;43475;30;48508
38;61324;47289;19667;40;37305;183;70747;54821;7872;174
39;529;7044;1536;68260;29004;23;54674;23;30282;40
40;54892;9700;18208;30384;185;8588;13829;44659;173;69416
41;380;5429;29820;1287;37765;40763;51085;28972;1937;2098
42;74225;4966;323;74094;16469;45218;58915;30;67794;43349
43;183;1407;65749;1896;41106;51124;65032;1590;40684;72412
44;43217;64711;68560;44979;9101;67538;47659;40;15558;57931
45;24150;2185;1896;51871;36;50266;52526;42838;31243;2219
46;73;185;10485;54282;70590;28529;1465;2909;55795;32106
47;487;67099;49958;35024;565;11964;185;30;132;12629
48;40;530;17072;33527;2450;5879;357;12933;74960;68177
49;49871;140;70553;717;60861;73147;10053;5513;27071;39511
