;0;1;2;3;4;5;6;7;8;9
0;11656;42992;4176;17565;3009;6197;62717;61301;64590;1623
1;26115;703;49558;31610;52437;44737;46652;357;54689;16590
2;74531;69452;69902;11602;9425;2510;140;14;22838;39148
3;9087;57143;2735;65726;41560;70071;17892;49750;14604;19622
4;19893;59702;24340;44169;69557;75573;21022;45437;27;13623
5;2185;23;294;30;40357;36;24747;15664;26684;6716
6;1420;36;3992;26573;53530;52603;67167;17036;357;75310
7;28940;165;30;51315;3740;357;20505;12729;36781;70647
8;24;58491;357;186;49088;230;154;41335;55536;40735
9;357;43001;230;14023;52082;4788;24824;357;20611;67067
10;72629;11815;269;357;15517;38102;17475;530;67966;3453
11;42545;30;18945;17988;33874;15880;8789;13448;529;34343
12;1903;615;7022;433;62329;40;47940;16324;15528;45466
13;275;41243;21320;24158;34371;57178;14767;24536;13275;132
14;7054;140;47447;277;27239;75297;57647;55261;75353;66379
15;13382;10338;24613;44279;8023;9529;23249;25204;68151;6634
16;3900;323;31255;114;42510;71652;3531;34967;68760;65405
17;26546;40;72835;3263;40;13319;2484;185;4690;2141
18;31284;55957;69514;870;28907;40090;73;73;292;70773
19;529;70695;8820;71426;2087;47362;24076;29334;14389;44833
20;54548;54498;31881;519;43797;42800;30;40498;18413;44635
21;62224;28896;17165;73;38481;49451;23;38945;69570;15
22;11192;10926;15805;47131;39836;1634;5617;14318;615;60531
23;2152;839;8732;4230;50733;6872;36;70996;64152;73948
24;39198;131;8348;173;35784;60895;29221;1613;31262;18068
25;40670;34594;40;67839;69671;51818;372;529;49006;68858
26;755;35674;63740;357;8906;29695;46834;42980;6165;23825
27;29410;2861;43114;30558;50767;3007;40027;21126;10982;542
28;40;18276;131;323;72550;15588;24628;20937;140;3142
29;4554;7604;33564;380;1075;39217;357;25395;11540;27280
30;41552;74577;23;40;7589;63035;277;5219;34471;1601
31;173;529;4301;61465;47981;29754;173;59966;72888;40
32;35953;357;11527;132;46764;231;372;42897;28568;8028
33;45837;186;489;12680;51690;29288;1036;68014;53480;39680
34;42644;2510;4266;6453;8454;43817;37494;67828;4367;8067
35;38334;46188;3247;21067;174;31140;40;50596;48436;67065
36;50875;18022;15792;15964;64585;132;23955;74321;364;70574
37;64408;43541;37893;54942;52799;703;21411;185;131;2868
38;67575;40;75711;4449;72877;7480;492;5217;66259;32076
39;5144;24036;51204;43334;53667;17216;2969;53673;2510;3045
40;70018;68736;1783;46709;5953;21247;30;40;42280;55996
41;18215;74117;37194;64859;43085;8491;15;3645;63245;56144
42;150;231;2137;73068;39652;6209;48902;26770;8208;62364
43;40;275;68989;16892;26885;275;41614;46044;54838;49965
44;50364;27906;30022;36;17560;29902;75813;372;40;5218
45;35024;7219;124;49329;15532;33564;72760;17346;54129;17921
46;49604;2510;49467;11924;8286;47928;131;46092;47938;357
47;73778;52705;9167;10106;46435;40;1139;20210;30342;2680
48;19447;42897;65685;69737;8423;15910;69854;868;50423;17580
49;3527;17426;40;28013;42488;32342;781;46578;33375;52742
