;0;1;2;3;4;5;6;7;8;9
0;185;3;149;172;9;165;147;14;126;185
1;140;40;34;187;9;64;69;205;172;196
2;4;27;190;94;10;207;104;36;36;18
3;29;181;80;129;190;168;26;135;9;16
4;3;105;122;109;64;24;111;138;39;183
5;176;127;188;129;125;62;1;119;172;23
6;140;88;123;120;121;143;143;60;69;23
7;4;105;24;103;64;102;5;119;59;108
8;197;59;41;67;203;24;50;92;175;35
9;89;68;94;55;196;126;32;140;6;105
10;32;204;196;2;9;6;190;166;141;105
11;154;40;43;83;198;165;112;19;69;35
12;69;137;1;94;39;118;185;94;41;136
13;115;209;73;115;104;91;63;108;9;45
14;172;87;210;10;74;107;189;59;196;144
15;26;100;35;38;135;86;26;25;212;18
16;172;42;210;72;91;79;108;121;152;134
17;135;188;134;112;88;196;210;96;131;182
18;157;183;91;157;159;135;86;2;134;64
19;19;119;167;198;103;6;50;109;84;151
20;72;133;108;130;32;143;106;183;112;30
21;102;168;181;73;166;4;164;149;103;145
22;20;84;119;4;67;91;69;122;45;103
23;37;49;107;210;54;7;134;119;65;129
24;179;215;102;0;73;20;169;14;109;3
25;91;96;126;24;149;143;211;59;202;129
26;32;129;7;35;216;4;194;33;113;146
27;157;122;123;19;72;105;28;104;204;190
28;20;59;95;103;119;77;80;28;73;175
29;176;161;88;69;56;72;145;24;141;1
30;172;106;134;93;44;60;144;145;182;55
31;26;79;57;112;76;194;89;41;103;152
32;135;196;182;72;41;56;196;52;112;216
33;69;38;35;69;87;204;5;12;66;28
34;105;183;35;210;210;190;210;123;152;215
35;168;210;73;34;98;13;202;92;122;96
36;183;191;111;84;119;215;150;12;90;134
37;204;30;88;131;46;101;183;203;49;21
38;168;190;151;134;72;209;48;139;190;195
39;196;24;146;13;194;44;9;146;43;10
40;91;170;137;27;64;89;109;124;39;127
41;5;175;125;181;145;168;35;127;89;202
42;180;32;103;112;91;161;146;48;69;32
43;143;30;57;172;175;77;176;44;130;45
44;202;19;1;196;84;129;78;190;44;1
45;109;199;199;84;28;24;130;151;43;185
46;190;136;122;190;210;198;214;157;164;183
47;175;170;3;212;202;76;194;122;7;32
48;74;40;138;178;104;111;60;183;182;168
49;109;181;198;159;47;214;170;202;157;172
