;0;1;2;3;4;5;6;7;8;9
0;95;24;59;72;109;127;94;173;101;18
1;193;120;35;2;37;178;68;49;47;191
2;108;42;60;216;215;94;12;10;123;123
3;2;138;133;123;209;59;8;167;87;47
4;209;72;22;70;186;24;112;87;35;139
5;213;166;43;70;99;61;70;213;208;85
6;190;81;111;10;112;212;69;122;168;106
7;210;28;175;134;112;1;196;207;52;182
8;48;210;128;191;80;177;190;86;79;51
9;199;52;35;158;103;105;143;210;185;42
10;64;190;75;32;74;52;160;121;190;44
11;104;209;85;170;198;188;75;153;105;172
12;137;214;190;105;150;112;37;90;63;180
13;178;49;198;207;30;187;74;179;24;197
14;90;67;132;190;212;60;66;101;4;171
15;28;143;210;123;118;75;112;196;131;190
16;24;8;27;69;48;151;4;139;194;86
17;121;119;30;122;196;178;138;10;94;27
18;123;70;69;216;210;129;70;74;127;210
19;69;173;86;29;179;124;174;4;75;162
20;180;119;90;215;24;26;197;180;210;152
21;5;163;171;153;16;18;90;13;74;202
22;196;27;196;80;168;27;188;24;85;62
23;69;129;38;76;135;51;151;159;83;36
24;136;123;179;120;72;77;72;120;194;51
25;202;74;173;88;115;57;147;190;175;62
26;59;171;143;170;57;89;176;89;144;0
27;95;137;136;143;180;202;179;106;24;9
28;24;18;90;2;83;10;136;135;69;51
29;111;59;26;192;200;185;46;117;200;47
30;146;186;23;80;32;130;58;209;95;112
31;69;113;187;188;168;204;12;191;135;114
32;159;188;102;108;180;112;16;170;150;0
33;104;152;149;20;72;196;71;111;69;92
34;98;77;73;77;90;147;175;45;63;20
35;9;106;75;183;178;145;211;59;44;102
36;194;136;73;35;147;10;156;113;78;163
37;59;43;112;121;212;182;94;85;17;108
38;190;74;11;196;190;213;190;164;136;62
39;121;60;68;159;101;154;45;24;113;41
40;107;143;74;167;71;17;112;126;18;106
41;112;86;75;61;209;71;202;49;35;64
42;110;196;65;179;119;131;161;76;122;162
43;64;150;95;34;115;190;33;1;36;86
44;67;147;143;35;42;182;102;118;196;22
45;133;24;96;197;131;149;70;143;102;196
46;26;164;104;132;168;118;16;54;181;134
47;170;86;27;90;10;191;49;52;109;166
48;112;43;60;109;5;82;136;214;90;214
49;64;155;129;144;112;109;58;148;105;180
