;0;1;2;3;4;5;6;7;8;9
0;4327;3376;3001;4239;4563;12;844;2871;2059;835
1;3286;4562;2903;182;4940;4154;4568;1354;3094;421
2;138;660;281;4558;2811;3795;786;3102;15;4544
3;806;1870;4510;194;515;838;101;4536;4525;1859
4;2871;197;4563;1446;1622;3549;4045;2790;2657;655
5;1446;1844;4544;4012;2871;3413;1337;603;1931;3136
6;2308;2677;3571;2890;662;556;2427;2427;786;2280
7;4525;3993;786;3309;4532;351;2025;2900;4361;4658
8;4263;4557;1138;1469;2562;2942;2659;4014;720;282
9;330;4563;3628;2858;2970;1403;2052;660;3049;3691
10;1236;197;4419;3918;1979;2813;2790;109;3662;1828
11;3147;857;1446;274;976;4633;4515;4522;2888;3840
12;4579;2871;4065;4511;75;1251;510;154;4556;4515
13;2427;3222;4563;1497;660;3525;1446;2626;1041;4492
14;3571;1601;63;4513;725;1624;2832;1733;2756;1380
15;3136;1327;4347;1926;3116;4516;4515;197;4619;316
16;2272;1860;1087;1822;2699;1496;3800;3992;1466;512
17;2721;2744;3279;2740;3494;2427;4536;15;4390;4693
18;2466;1626;2412;1474;378;3517;4556;3651;459;166
19;4550;4915;717;2740;1011;4087;2411;814;517;1322
20;1639;4298;572;4548;2427;1115;670;4283;4617;2427
21;2551;887;366;4516;2542;4542;3824;3974;4198;4895
22;1022;2906;3651;3136;2667;4522;814;562;197;2746
23;713;785;1126;1198;4357;391;332;786;4152;2933
24;227;3635;797;4536;197;710;3086;495;2606;447
25;805;4919;1729;1306;1182;1436;2072;529;2056;3571
26;3165;2686;660;4918;1357;495;1668;655;4556;1022
27;3369;166;1683;4524;4275;2989;155;3505;677;789
28;835;881;4546;1102;3468;2871;3463;3208;4510;3231
29;4144;2180;4379;141;2246;4045;3222;166;564;4546
30;2302;660;2638;1629;3508;2880;3136;1239;4546;4296
31;4085;4558;1886;2874;2763;2730;1567;3225;2726;197
32;531;1360;4658;4498;37;1446;2274;3703;2790;739
33;2740;395;3024;657;197;2740;4481;130;1592;4027
34;4568;3651;1006;54;1835;1394;3136;2739;541;3810
35;3543;1128;173;3190;2968;3136;2854;2983;2740;1816
36;786;1478;4555;611;1807;197;2769;3136;3663;1805
37;1863;2874;4842;677;4650;4544;1900;1531;4523;2366
38;1523;3539;4763;2565;2767;814;2035;3280;4484;786
39;3574;3571;4525;64;3162;4555;546;1128;4605;1446
40;3955;632;409;3671;4516;135;1803;3407;3651;4558
41;2761;1715;2740;2790;829;1752;3571;4755;3145;197
42;2427;542;1911;785;2784;2790;1813;1299;3571;1406
43;1784;3136;2536;3840;147;786;3094;4025;2427;109
44;340;1528;814;2796;4691;4513;2377;4523;3136;3170
45;814;1336;2470;4568;3571;3987;3076;2005;462;4045
46;205;1957;3037;3155;4320;3310;4543;841;367;4574
47;4548;708;4557;4522;3643;4709;4510;3884;1446;4556
48;4323;815;1921;4510;4385;3651;4549;2698;3504;3006
49;1912;4557;197;786;751;4556;4525;3488;619;3571
