;0;1;2;3;4;5;6;7;8;9
0;3309;1433;2447;1884;4610;2620;3776;3538;2475;3077
1;986;1339;2927;379;4407;1322;2947;3291;1339;2595
2;4072;1528;1927;2564;4590;747;2935;4838;2444;391
3;149;1145;3398;4712;1352;2267;4782;4855;3014;3438
4;4591;2447;80;3341;4174;9;2291;2563;564;926
5;568;786;4761;1338;3234;1146;314;2230;1683;4625
6;2863;1149;2864;1463;2062;1835;4115;4613;1716;2447
7;3566;2748;2475;195;2688;2241;1612;4320;207;1781
8;3242;3665;1749;3781;3274;2566;755;2114;1660;580
9;1502;2970;3691;2014;2206;3024;2463;514;46;1663
10;4809;4745;1008;1683;3511;2487;1327;518;2826;3024
11;1113;2098;2110;4094;1284;4045;408;3052;3651;1191
12;2499;3009;298;1144;786;1446;50;674;1559;155
13;3627;2017;2522;3983;2897;2658;566;1758;1824;509
14;2794;2650;1772;433;300;567;1834;1098;246;4436
15;3103;2705;3405;2876;1915;1339;3358;3877;3770;2447
16;660;3370;244;3715;1372;46;2673;3309;406;3256
17;144;2983;3059;252;1373;2433;1928;967;855;3659
18;3614;811;541;244;9;3968;2084;2188;1431;150
19;2436;1617;4348;4734;1683;830;611;4516;1867;1898
20;753;2705;4407;1327;2181;973;2898;1616;2749;1599
21;234;1702;300;657;57;1726;936;1726;4592;1909
22;1151;3356;4056;1344;4515;1339;4449;187;1707;2495
23;1888;4834;1691;3694;79;781;2062;4370;2447;66
24;683;2105;1739;2155;4782;4737;3726;782;886;1339
25;1962;3493;4586;976;4008;675;998;641;1054;244
26;1921;4871;3676;3024;4383;2965;2605;866;201;3275
27;786;1431;1604;241;2173;1308;1860;613;2421;2874
28;4167;276;4011;684;4642;2871;186;1320;1820;349
29;4365;2630;1682;2258;849;3169;786;4252;74;1442
30;1201;457;447;514;3626;219;1463;568;655;151
31;1369;3552;3226;246;3246;1790;3777;1911;4536;2622
32;1425;3736;91;624;2202;22;2871;92;509;4743
33;1339;4599;509;3225;2066;4194;4029;2622;244;3403
34;22;1426;3854;2740;2563;2347;1762;4153;4058;1759
35;538;782;1796;615;4326;1926;4064;276;2146;300
36;300;4193;662;2657;1339;830;2622;3654;514;4051
37;2424;1784;2013;1399;2388;1955;1341;2349;568;734
38;1609;1899;64;2306;2658;4746;155;2093;852;4519
39;636;3207;4357;3525;611;524;2921;4546;36;2182
40;64;3404;3716;1110;468;3495;3201;2724;1075;1620
41;1748;3925;144;471;2531;2447;2327;108;1592;4745
42;1665;568;1032;2724;790;3195;2909;759;155;1869
43;4040;1766;2763;2393;3699;514;1286;64;3193;3545
44;1068;4062;1262;241;964;3571;4056;1339;334;2499
45;30;105;1335;420;3436;2705;1310;1607;1269;808
46;2796;4751;1559;2499;976;1982;1683;3807;4817;884
47;1759;733;1654;4853;2479;804;1638;2699;3245;4196
48;2935;4510;575;2097;2352;207;4836;732;2699;997
49;4396;300;4864;575;371;1214;2621;672;683;4263
