;0;1;2;3;4;5;6;7;8;9
0;609;1605;2994;3354;3086;3215;647;1638;4523;3462
1;2447;907;3036;615;3753;1273;4395;1327;4073;4827
2;684;1619;1014;2999;4543;615;509;1382;2477;3948
3;733;3976;1683;4268;1954;786;309;1120;2996;1109
4;4218;785;1401;3327;662;3727;856;3789;227;1648
5;1202;1339;514;3121;696;2120;2463;440;2030;1834
6;1826;3252;2584;3552;717;3526;4289;66;3933;2903
7;2745;3627;1631;1193;3665;2319;670;1748;661;2143
8;4056;2991;2900;3651;4726;657;3525;1079;4591;300
9;4555;2629;684;3062;4051;881;4325;1845;2642;2449
10;3369;2499;2793;4050;2568;3651;3209;1207;1638;808
11;3391;2871;3910;1111;1466;1680;657;2699;2111;2588
12;4174;611;197;4748;393;3454;2035;23;615;3136
13;66;1327;4153;2351;2699;1145;669;3148;15;2774
14;3501;4395;1261;1031;3519;165;3150;34;976;2605
15;3943;1310;777;3061;661;3226;1321;197;1327;4252
16;993;514;915;4935;4404;4561;2760;2785;1327;1218
17;3024;4759;816;3880;3921;3503;1503;2623;584;3627
18;166;1509;2826;669;820;1353;4196;330;4454;2956
19;351;2832;32;4051;4029;413;1339;1359;514;2884
20;2125;84;3890;161;3177;2740;1758;611;1738;4798
21;2756;4631;2447;4775;1099;1473;2871;2489;1759;4510
22;392;335;1431;2546;2891;4029;417;3199;3234;1614
23;1701;781;4045;2927;1990;1511;2659;3071;1006;1816
24;564;2304;886;3791;1306;1067;3817;2592;2719;4308
25;509;4051;3011;4126;709;482;4423;2447;4633;3433
26;3809;3132;1327;3768;1720;4036;3543;197;2152;568
27;155;3772;2499;4100;2705;342;4051;2790;1425;3830
28;4037;4076;4234;508;2724;976;1547;2491;2952;4814
29;4575;3571;4334;586;976;3571;2563;2071;2858;685
30;1202;2447;1463;2718;1425;2019;16;4226;102;1968
31;1211;2679;166;460;2704;361;774;360;1339;3807
32;3395;1086;4270;1566;3650;2563;3179;3048;1271;4079
33;2622;3548;2563;53;70;4859;3743;2522;420;3879
34;2135;1425;1758;3788;4590;1749;1339;2308;155;615
35;468;4913;1833;2564;4735;4338;4486;4618;245;841
36;2746;509;2019;1206;1409;683;1683;3720;3523;3338
37;2002;782;4776;3431;2461;2499;1327;1339;515;514
38;2807;670;568;4716;564;4578;1011;3267;2828;4179
39;1270;4082;661;514;509;73;3024;498;864;3268
40;3255;267;3800;4689;1199;4161;1372;1527;2699;1459
41;3423;976;496;4400;1402;1629;1279;2850;976;4280
42;415;2740;513;4525;1604;4515;4019;3025;4355;549
43;3831;9;2257;432;4196;4002;155;1604;759;585
44;1459;635;3519;1755;3681;1281;4657;3657;777;515
45;916;3542;2098;3446;2562;1888;657;1459;2274;63
46;173;1428;1316;1099;1765;514;2605;2099;3673;1168
47;3787;2955;300;468;334;1463;514;3887;2146;1692
48;2302;2530;4368;4346;2463;2982;1961;877;3876;4027
49;1408;2634;3021;2062;3964;875;964;4712;1586;207
