;0;1;2;3;4;5;6;7;8;9
0;2507;896;1065;2236;2516;1078;1541;53;2386;786
1;381;2206;1067;1975;2424;1278;91;476;2238;1080
2;1162;1046;567;1759;950;1918;1710;2356;2518;1713
3;1330;2303;2066;28;599;2070;2157;431;214;1606
4;245;2294;419;323;660;1700;1977;1432;2387;1362
5;1869;161;2093;689;414;324;1596;25;692;337
6;170;1283;2122;695;2404;1978;2116;1263;2230;1374
7;345;702;967;348;1699;236;2496;2532;501;403
8;1698;2195;782;890;1048;1519;816;1739;1585;716
9;2157;1710;1370;731;2484;516;1240;2102;1154;1116
10;1042;1293;1376;507;1934;167;1129;1333;1970;659
11;1075;2532;889;635;1135;957;259;1786;1493;1840
12;2145;324;2171;1234;1226;1111;325;2236;1692;2342
13;444;1026;1359;341;1072;2145;2088;1930;1310;776
14;224;788;2136;1135;608;975;2474;750;650;1152
15;2138;1733;1346;392;1934;1953;2483;414;472;1924
16;652;1743;1290;1517;1516;88;91;2023;467;1633
17;888;836;2332;196;2297;559;2385;779;2343;698
18;632;2145;2143;1708;1417;1775;2456;1144;867;1349
19;1838;1874;1829;2168;2395;1520;2023;2096;362;1339
20;2284;714;1938;1649;2403;639;1463;1346;2197;2230
21;1164;1844;347;2112;1151;2138;745;1445;2017;2006
22;205;539;1848;1012;1515;2338;407;1198;1046;1928
23;1607;1147;812;277;1442;1321;2248;1184;464;783
24;1463;2458;1711;1146;1155;1918;1716;1632;2206;1021
25;1189;1169;389;207;570;648;884;2398;1161;1544
26;1578;1940;2454;2388;2519;1330;2342;365;1017;2019
27;1063;2326;2453;622;1819;2199;684;815;1611;219
28;2046;2118;32;10;1184;1426;830;1243;164;20
29;681;67;308;1846;1092;1644;1876;1961;2147;1357
30;2294;2330;2477;292;2071;19;1878;2288;1651;2104
31;753;1181;1128;1675;1348;31;1823;1130;1181;776
32;722;157;151;409;1631;367;2492;1293;405;786
33;111;1344;1524;1211;635;1457;1353;1933;773;780
34;645;915;1536;2283;241;486;2435;1880;2217;2248
35;758;951;2215;1667;2138;311;1048;1474;1211;1901
36;1991;1288;166;2259;1591;923;834;2485;2312;2485
37;452;1887;1634;496;1363;179;2201;2431;676;1838
38;1806;1825;1114;55;2172;1546;980;2243;2362;1711
39;401;1152;1954;1792;2011;1918;2499;2459;2047;1462
40;2264;1733;212;1314;1395;921;1649;1078;2522;411
41;1835;267;350;1080;548;1825;1118;458;1568;2235
42;1636;1681;1343;2384;2309;661;153;2416;1184;2063
43;299;2240;1379;254;2395;767;734;635;2242;662
44;1186;2193;1817;1434;325;2202;2191;1412;2071;162
45;1820;2007;470;2477;1723;2047;1958;1097;1317;1277
46;485;2506;262;1769;1371;1566;1663;1154;494;1159
47;2138;1566;529;1505;877;22;1616;847;1365;1840
48;1153;1857;717;1890;1439;1488;149;647;1779;835
49;447;1039;2300;351;75;317;417;1574;583;1984
