;0;1;2;3;4;5;6;7;8;9
0;1846;1604;382;1987;2015;2269;934;1370;1740;2058
1;2408;1105;1135;1524;1463;631;1741;1918;1511;1147
2;446;1136;190;1188;1887;2081;348;1936;326;1975
3;1551;1236;395;255;450;2143;536;1018;1362;231
4;1212;2278;459;1705;2423;1708;1829;558;2269;1785
5;1046;507;2387;350;2321;1710;1419;142;1368;1826
6;1116;413;646;1063;978;1391;1411;1034;1071;125
7;254;1599;86;111;1312;31;2480;2114;910;2411
8;1024;1478;1374;38;776;1434;2347;2287;475;1510
9;249;1594;285;2241;1359;383;1863;2481;1982;57
10;1649;749;2303;2326;802;279;2465;426;2340;2022
11;2308;1005;211;1493;1330;356;1743;1707;132;1076
12;1798;1447;448;862;2016;2054;1929;707;709;1352
13;685;2398;197;1839;1140;2018;2213;1158;730;1341
14;2431;696;1556;4;2385;2492;1846;337;1843;2046
15;2021;2069;2058;811;1270;2138;652;2006;490;520
16;833;1352;541;8;2441;6;1980;929;288;260
17;2466;1709;1259;1987;271;1317;2533;1843;1005;1074
18;944;928;1799;431;2477;188;1106;173;1494;2006
19;600;937;2173;2286;1133;2236;636;1375;1824;2031
20;1305;1690;354;2157;2171;465;710;2337;1550;808
21;1552;1342;1599;734;1468;1932;803;1364;1541;2006
22;1711;1245;2402;2183;1699;259;2092;206;1429;1453
23;2097;1649;528;203;1711;1005;821;2217;661;1754
24;1785;970;692;799;2058;151;810;1982;1301;158
25;969;1221;1321;2217;260;76;2364;300;2207;1616
26;2147;1118;2225;310;422;1313;177;1568;1895;2245
27;1152;702;2110;1523;2080;775;1596;827;530;951
28;1668;2252;1759;1228;225;1587;1754;73;1242;1262
29;1063;1982;1153;1982;540;1568;1332;2340;42;244
30;2247;2157;2212;1974;640;464;1217;2182;1975;155
31;1233;1404;708;2359;631;1706;635;2408;1043;282
32;1161;1409;2040;1363;2244;1939;1487;381;1070;661
33;2071;242;2446;1317;765;1798;1849;1845;1805;1542
34;323;458;1717;1406;1184;713;401;1551;103;519
35;92;1140;2137;1087;275;18;1016;1575;61;2164
36;1114;1578;827;2149;1286;296;269;1051;1761;88
37;634;2055;47;835;936;604;1080;2023;665;1375
38;800;1929;937;486;429;652;571;2402;1483;2071
39;1814;1260;309;251;561;331;488;1823;655;1665
40;2148;1959;1172;2309;961;2146;654;391;66;1073
41;1533;974;1177;196;560;1477;2398;402;479;1612
42;726;2194;2157;1950;513;2517;2011;288;1152;889
43;1791;473;1805;1036;33;2213;1877;2032;1391;904
44;690;611;2330;2384;2317;2145;176;1767;2197;267
45;2232;966;713;504;1265;559;323;198;1939;2001
46;2177;272;681;327;1901;1818;1489;1427;450;1394
47;1951;2364;628;1311;220;1051;1477;631;2337;104
48;1307;2102;197;475;1929;321;2137;2475;2136;566
49;1333;178;1436;956;901;1278;1196;1806;961;334
