;0;1;2;3;4;5;6;7;8;9
0;339;1442;514;1649;1692;1682;1597;1501;1888;206
1;2522;2364;810;41;2208;1840;1828;328;1053;1965
2;2208;326;1923;465;1463;1870;1682;1130;1778;2445
3;1629;2267;1604;540;2406;142;1512;926;2397;631
4;1324;572;1080;479;1017;972;1842;416;2072;1414
5;439;1944;1594;898;735;1916;2237;716;1181;917
6;857;321;658;1726;1495;1845;76;1553;583;2054
7;651;1330;1045;1738;2447;936;1458;783;503;787
8;1868;182;2239;2195;496;494;2531;558;520;1741
9;1558;861;2298;1896;2501;1356;1435;1941;367;1751
10;795;2456;48;994;1355;71;791;1417;14;180
11;359;108;571;2420;299;1442;1644;2384;2238;2241
12;1200;1038;781;626;1984;1888;2107;1097;2490;261
13;1313;1130;1339;320;503;796;2176;1442;2321;1146
14;1827;1126;2140;2137;2237;588;212;605;2005;1990
15;488;813;1461;527;1899;2189;1968;1087;1270;1929
16;880;634;747;1399;12;1199;1325;1796;1726;1610
17;1536;1987;1108;1643;963;951;1824;411;1968;427
18;1410;2217;556;554;1741;1697;1144;1777;1404;1486
19;1501;62;511;2484;2488;2006;1438;1983;1334;762
20;1154;1840;330;1949;1044;1676;2393;1206;1031;1094
21;1746;1463;45;18;153;980;950;54;1451;1539
22;54;596;574;1060;265;1777;45;0;2225;1706
23;2484;2032;688;1580;938;1059;1233;1132;1568;1455
24;2208;1332;2026;2049;1462;1154;1221;987;1852;476
25;1372;1761;1848;2143;324;681;5;1005;2023;709
26;2477;1664;1904;216;1423;103;1534;1347;1106;182
27;1265;1874;33;1872;1402;1911;1939;1154;1778;1520
28;1791;157;1793;1839;922;1675;1835;276;979;1824
29;1901;1235;2160;660;465;908;153;2232;1990;1853
30;1291;787;974;306;2030;654;961;2240;1463;717
31;341;1406;91;1120;2155;370;949;1399;761;337
32;1593;1133;1378;1339;456;1020;431;2410;2162;1731
33;560;175;1405;645;2454;68;1218;1511;1595;2160
34;1445;1071;1961;292;1968;2163;1433;1779;1677;2198
35;325;418;1778;2332;1330;2294;1496;1018;1564;1623
36;2484;975;1900;2364;1685;990;1165;965;1688;1106
37;1509;394;1909;1266;925;821;410;2399;969;1152
38;1164;2226;1491;1639;517;2059;315;981;1109;1281
39;761;177;812;1937;732;230;2462;463;1356;1968
40;1547;490;1051;2453;2420;507;2345;1613;2337;1972
41;1176;832;2321;916;1064;1472;2118;612;263;1718
42;2005;1922;785;1282;25;1117;1712;146;378;2396
43;2467;1248;619;1481;313;277;957;1523;1176;366
44;1262;2455;2038;2171;2136;36;673;579;1313;2051
45;1952;2120;2123;135;151;1867;1087;1224;672;371
46;1385;784;916;2053;2330;11;1429;1615;2044;2136
47;2295;2183;2393;1493;2393;21;631;2308;730;750
48;2364;1778;313;2092;285;842;2136;1998;389;2386
49;2287;648;2006;1740;2486;136;1306;1623;904;2517
