;0;1;2;3;4;5;6;7;8;9
0;235;165;134;181;94;69;198;188;42;36
1;29;173;119;205;25;55;227;211;231;35
2;144;233;223;175;81;120;173;101;50;189
3;44;208;206;118;207;108;187;59;23;57
4;163;81;7;69;77;238;127;159;112;130
5;132;63;191;150;141;144;44;47;12;72
6;235;207;153;77;234;30;113;44;130;27
7;165;65;43;136;137;72;204;65;232;91
8;163;95;116;87;182;201;101;35;159;168
9;183;116;99;171;40;214;149;240;67;85
10;159;122;57;167;228;176;158;136;169;154
11;11;92;67;88;44;199;56;137;153;191
12;85;115;53;19;48;106;98;233;88;150
13;37;163;231;157;27;56;191;28;136;213
14;197;172;174;80;197;168;168;225;145;111
15;48;72;139;47;40;141;30;116;169;207
16;101;212;182;96;42;194;30;61;9;159
17;95;94;23;214;205;134;212;91;221;47
18;90;230;228;159;20;64;170;47;157;214
19;43;123;101;62;159;209;106;112;218;152
20;116;91;120;12;70;112;134;17;70;23
21;202;22;126;149;68;118;11;54;199;45
22;234;175;43;116;8;116;40;56;43;210
23;70;240;106;121;25;156;65;10;64;7
24;220;172;29;201;229;190;157;86;163;61
25;7;9;19;132;3;84;239;80;135;92
26;42;111;129;173;58;149;61;184;226;90
27;30;72;27;142;19;103;44;157;70;234
28;156;67;55;4;44;220;119;172;32;104
29;13;85;72;210;186;50;232;138;182;74
30;34;197;156;48;157;156;151;157;122;1
31;37;149;165;130;81;131;210;224;53;202
32;159;230;35;157;0;206;74;38;204;176
33;136;75;149;35;206;74;185;206;62;141
34;207;152;74;213;229;78;12;214;147;53
35;112;25;77;107;231;232;59;18;208;59
36;140;237;142;149;118;174;235;106;220;26
37;150;177;18;112;213;93;159;185;196;174
38;48;42;24;200;154;202;10;229;88;3
39;106;156;172;108;209;117;167;239;21;193
40;215;134;59;62;197;123;86;215;30;94
41;208;9;76;232;83;178;164;163;2;139
42;21;30;98;72;216;20;2;212;223;230
43;199;56;216;107;51;205;23;174;173;10
44;22;25;48;88;172;45;19;149;136;51
45;110;86;159;50;173;91;90;62;94;216
46;173;238;0;66;17;7;0;111;16;230
47;116;28;184;54;129;66;0;202;29;208
48;56;129;2;115;48;163;208;219;14;5
49;182;182;100;64;114;25;77;72;108;179
