;0;1;2;3;4;5;6;7;8;9
0;79;128;117;168;167;59;99;116;148;1
1;122;174;210;1;159;149;4;18;36;205
2;45;132;45;116;163;67;57;168;126;27
3;184;46;45;22;28;103;159;42;64;161
4;171;76;35;184;72;23;165;173;214;123
5;229;42;112;134;143;209;86;26;137;23
6;133;234;213;47;219;177;204;164;72;115
7;86;116;205;113;172;42;118;112;23;122
8;163;40;40;218;95;77;106;123;192;91
9;136;61;219;64;67;23;52;156;236;134
10;95;234;147;19;96;167;206;128;80;71
11;154;168;116;182;149;159;177;136;199;165
12;212;200;134;132;25;187;112;210;57;114
13;63;113;133;209;206;16;239;202;225;224
14;112;229;61;70;187;28;2;118;51;78
15;171;118;149;7;20;181;25;174;24;33
16;156;174;77;59;49;128;116;25;116;199
17;67;111;157;223;141;202;47;81;85;132
18;25;111;16;80;84;123;9;154;196;157
19;7;87;45;112;108;206;230;111;7;83
20;217;164;66;233;35;67;55;208;212;67
21;87;123;50;213;45;61;164;113;111;71
22;239;26;171;98;114;169;199;209;178;231
23;225;2;162;120;115;111;213;206;91;218
24;103;4;70;43;166;87;76;35;107;214
25;116;108;184;186;73;120;167;182;237;112
26;115;160;210;192;113;64;25;27;160;1
27;77;94;173;56;84;30;116;205;179;202
28;69;122;127;111;160;41;152;232;42;140
29;48;77;123;7;201;72;205;62;136;79
30;42;172;77;156;7;94;170;130;157;76
31;119;134;30;60;108;235;173;61;165;111
32;232;72;214;42;72;3;149;7;86;141
33;167;199;107;197;155;139;159;106;194;14
34;23;213;214;149;112;141;123;94;164;42
35;211;206;115;93;123;36;38;197;95;239
36;68;173;206;109;19;156;30;70;159;164
37;112;74;172;79;42;164;182;135;174;150
38;17;136;230;28;116;213;179;135;132;116
39;116;181;0;119;213;133;134;51;161;80
40;174;98;191;134;229;113;231;21;197;237
41;240;210;1;174;232;111;46;146;52;225
42;213;103;141;203;134;229;226;229;232;230
43;72;218;28;1;195;147;141;67;30;118
44;222;100;197;61;131;115;87;103;67;154
45;159;202;221;138;156;145;156;154;213;30
46;113;157;124;170;132;239;111;159;135;173
47;132;112;92;164;92;73;129;171;25;206
48;76;55;30;129;188;174;133;99;218;31
49;209;159;55;118;174;74;91;103;28;103
