;0;1;2;3;4;5;6;7;8;9
0;134;227;154;48;230;218;174;58;181;213
1;53;25;235;183;7;220;162;168;115;143
2;39;209;165;140;41;163;230;43;12;70
3;233;12;159;112;125;93;218;113;197;157
4;182;111;139;216;112;5;48;129;97;152
5;1;40;234;156;156;47;35;67;202;60
6;88;28;156;119;67;100;40;92;54;16
7;45;164;28;215;178;23;116;230;150;98
8;122;20;21;107;163;142;213;40;94;95
9;174;156;126;53;156;128;72;77;226;48
10;30;115;134;72;71;136;112;1;122;59
11;1;23;234;111;106;80;167;20;134;178
12;61;208;116;197;204;18;228;164;48;61
13;79;72;184;115;169;182;206;14;212;145
14;20;42;59;16;186;161;34;128;67;71
15;230;39;117;211;207;62;213;209;126;160
16;159;192;69;226;213;204;156;115;226;69
17;192;114;210;42;106;159;90;149;111;53
18;171;4;174;61;130;224;136;181;72;134
19;73;184;18;83;31;172;24;131;123;18
20;138;220;218;149;103;201;17;24;217;184
21;206;197;207;80;181;133;113;225;103;224
22;200;82;92;18;42;157;74;202;14;88
23;66;135;21;218;174;86;64;183;174;220
24;154;228;156;89;191;239;16;165;223;107
25;160;113;197;206;145;111;157;25;94;199
26;163;223;90;163;11;30;111;66;112;85
27;8;127;42;34;25;116;136;32;62;23
28;21;158;43;205;71;226;86;173;131;176
29;208;144;229;113;195;138;192;124;208;43
30;158;165;17;194;238;167;187;103;80;116
31;90;28;210;26;134;179;42;16;171;230
32;142;150;165;230;182;15;197;53;137;94
33;220;59;65;168;184;111;196;9;201;112
34;25;57;43;195;152;134;20;159;129;116
35;42;230;164;30;72;169;84;204;149;121
36;91;126;71;80;50;25;127;194;217;168
37;50;154;11;104;20;189;159;24;130;25
38;106;62;10;111;168;188;25;23;54;61
39;195;18;169;156;55;91;139;70;64;74
40;156;204;77;234;122;120;220;206;134;136
41;154;208;30;19;141;28;128;103;25;173
42;74;141;162;17;66;78;165;111;5;188
43;37;97;230;54;176;72;209;116;65;227
44;229;141;233;173;207;20;238;12;207;229
45;169;36;147;33;167;218;80;134;128;159
46;110;18;68;13;215;43;127;43;209;107
47;20;159;93;159;92;137;126;72;171;11
48;191;69;236;136;103;15;129;230;25;140
49;228;203;111;70;95;230;85;32;225;197
