;0;1;2;3;4;5;6;7;8;9
0;116;61;200;64;25;216;170;228;54;158
1;92;184;113;224;229;28;189;112;228;136
2;156;27;214;147;134;140;117;25;103;38
3;183;28;18;3;56;63;238;182;159;138
4;81;70;145;199;157;122;155;176;205;202
5;235;76;122;136;141;52;159;83;27;3
6;25;27;99;116;160;57;18;195;67;147
7;199;159;203;101;173;156;48;67;156;93
8;38;38;25;128;152;92;126;131;140;72
9;206;210;206;28;238;59;183;165;82;158
10;16;85;157;67;95;162;39;109;199;229
11;135;150;14;164;83;21;111;136;80;76
12;226;173;104;167;149;59;228;156;211;112
13;219;196;179;228;19;116;221;94;217;69
14;162;62;234;61;112;71;26;178;31;25
15;129;115;137;43;19;156;25;50;134;131
16;173;191;46;238;39;200;98;70;48;163
17;156;150;149;88;223;40;8;205;44;77
18;8;38;19;111;30;25;54;227;23;38
19;42;169;122;156;156;222;237;112;213;134
20;158;142;36;191;74;195;53;123;163;43
21;30;86;171;66;65;171;210;72;86;22
22;85;154;219;174;103;71;36;94;222;179
23;93;67;232;72;159;119;107;150;68;204
24;28;66;133;21;183;88;154;206;103;116
25;17;111;219;145;18;173;1;117;35;169
26;136;135;132;178;76;181;23;110;127;16
27;14;200;75;134;178;112;158;174;12;30
28;58;164;134;85;231;213;98;228;66;177
29;146;225;69;20;214;78;77;114;132;141
30;172;159;92;235;91;120;11;216;24;117
31;147;116;19;108;206;230;43;213;202;202
32;91;223;4;149;188;126;139;66;173;60
33;197;229;25;218;43;35;191;233;136;53
34;23;74;188;168;163;31;126;115;77;145
35;224;166;213;42;11;47;195;19;213;232
36;59;18;45;108;171;169;116;42;92;216
37;167;70;60;168;21;147;14;80;172;88
38;67;11;26;28;83;232;75;91;218;232
39;169;213;74;25;99;3;219;23;133;111
40;232;85;229;118;35;2;167;22;72;25
41;70;28;4;3;143;10;102;142;172;184
42;116;214;189;22;94;213;157;95;59;213
43;140;27;203;15;111;197;109;26;116;211
44;111;42;115;213;96;101;193;96;164;161
45;122;113;91;139;228;218;8;170;84;152
46;227;95;197;234;100;107;41;231;19;156
47;173;7;19;82;215;187;164;68;159;171
48;68;141;58;159;138;191;191;134;184;233
49;23;18;8;89;113;213;234;108;165;95
