;0;1;2;3;4;5;6;7;8;9
0;89;42;230;62;74;192;197;78;128;168
1;37;226;91;32;171;37;67;107;200;35
2;157;59;47;8;221;113;74;28;127;2
3;227;201;95;191;113;71;168;92;169;213
4;136;77;22;69;165;156;141;25;82;106
5;181;225;184;145;92;155;205;156;25;71
6;25;227;226;159;207;156;64;65;231;202
7;120;174;22;147;137;147;150;149;164;135
8;154;111;159;134;23;80;129;34;117;124
9;146;222;153;85;116;28;116;164;174;181
10;172;54;48;122;79;68;155;210;74;174
11;97;210;85;11;208;142;14;209;85;94
12;42;224;16;100;224;141;115;227;157;234
13;37;169;45;119;220;22;92;51;20;81
14;146;209;191;224;210;58;109;159;56;182
15;200;210;147;171;161;43;212;67;59;23
16;25;235;223;135;173;215;227;219;42;198
17;126;168;32;106;107;39;228;185;120;18
18;18;127;26;191;29;204;111;232;193;239
19;2;134;78;207;125;173;78;169;91;215
20;87;35;164;164;53;12;49;145;157;128
21;219;213;157;220;229;238;164;112;42;218
22;230;150;113;85;40;52;70;66;169;81
23;203;30;21;209;113;231;141;117;111;224
24;78;134;134;193;205;228;112;38;57;20
25;159;203;192;103;159;224;55;25;28;70
26;23;237;165;231;153;166;39;34;202;174
27;176;159;24;168;239;17;199;88;25;23
28;229;25;167;115;156;46;112;129;166;216
29;162;197;88;157;128;21;170;14;218;157
30;157;70;24;175;104;25;123;39;215;25
31;184;157;16;70;212;143;214;77;124;143
32;232;206;211;111;34;159;42;232;122;113
33;181;201;47;174;77;165;28;140;40;204
34;182;91;227;3;14;33;175;59;102;43
35;214;14;126;30;198;227;208;39;111;116
36;165;72;221;78;59;164;156;147;197;180
37;15;69;112;14;40;116;192;174;52;57
38;238;163;48;215;72;84;202;136;115;215
39;185;16;64;64;178;223;66;140;210;22
40;174;73;173;131;232;136;73;231;126;105
41;42;197;17;112;141;182;235;116;236;115
42;94;116;163;157;183;134;236;152;139;222
43;215;35;235;227;129;216;10;76;103;230
44;107;232;114;228;49;21;148;213;213;21
45;49;200;202;197;33;2;25;70;217;164
46;112;64;93;234;162;145;239;199;47;48
47;140;199;8;97;61;229;208;116;91;74
48;163;57;146;22;155;162;138;118;149;94
49;162;6;116;226;42;213;48;162;71;90
