;0;1;2;3;4;5;6;7;8;9
0;216;155;98;227;232;147;167;204;209;83
1;111;192;222;216;168;210;84;28;7;149
2;4;108;195;163;137;73;173;117;202;111
3;83;70;138;215;34;105;28;42;135;124
4;132;44;14;2;93;4;73;125;30;119
5;55;223;230;206;88;236;197;164;229;234
6;232;149;204;42;30;125;189;171;77;140
7;162;93;44;157;28;174;92;213;31;174
8;235;208;224;52;210;88;182;72;230;164
9;156;167;115;39;136;61;204;144;3;94
10;171;28;61;165;166;134;136;114;206;82
11;35;231;77;84;173;80;16;208;65;111
12;88;167;34;63;137;228;168;12;44;209
13;189;18;111;129;68;210;206;182;140;125
14;228;42;80;75;78;163;164;67;171;136
15;35;224;28;228;201;67;156;230;74;222
16;147;23;200;123;77;21;98;48;173;39
17;200;197;111;30;12;100;111;226;218;195
18;113;111;228;157;56;171;135;47;113;1
19;116;26;18;187;119;47;219;131;136;202
20;127;93;48;60;111;77;86;118;9;10
21;218;148;115;158;20;42;30;111;165;27
22;229;136;86;149;171;191;213;208;157;28
23;80;214;146;201;7;194;182;136;134;175
24;71;47;108;35;80;145;45;173;30;200
25;18;45;135;66;15;197;17;91;60;90
26;53;169;113;23;95;95;28;221;103;9
27;196;111;141;168;164;23;149;92;116;217
28;107;17;165;136;11;35;120;125;204;156
29;126;14;159;159;72;94;77;149;65;214
30;192;106;207;73;156;184;156;86;132;23
31;1;4;96;116;217;2;72;25;170;181
32;71;211;157;115;163;137;133;116;165;148
33;57;132;94;174;70;113;61;167;215;83
34;173;129;161;142;104;203;60;73;72;115
35;27;206;57;64;29;103;62;80;53;30
36;145;16;149;112;201;230;116;75;230;184
37;14;234;231;174;232;159;19;15;25;209
38;172;204;167;20;43;116;98;152;100;144
39;213;126;119;27;229;22;12;171;56;59
40;160;174;174;79;219;3;146;16;67;222
41;87;239;91;212;11;116;215;53;182;172
42;206;123;132;182;180;154;4;100;57;16
43;130;61;111;221;123;223;78;59;92;39
44;134;56;209;70;149;116;82;217;103;26
45;8;157;119;117;215;188;47;19;59;169
46;120;196;191;56;211;80;123;226;138;69
47;105;151;67;167;44;164;229;65;46;57
48;103;35;150;15;159;39;215;214;149;32
49;73;197;14;199;134;118;134;163;50;65
