;0;1;2;3;4;5;6;7;8;9
0;158;107;48;104;69;200;216;5;9;19
1;163;29;186;170;71;105;196;13;167;83
2;64;30;154;186;111;212;84;102;119;105
3;178;38;33;214;14;121;188;22;143;96
4;84;177;203;173;196;155;18;70;186;38
5;12;199;213;119;183;4;179;123;8;151
6;196;182;63;107;176;24;171;24;111;186
7;85;31;99;137;99;191;81;183;119;138
8;118;26;172;197;134;89;124;24;24;143
9;157;9;88;51;111;91;177;147;36;169
10;137;127;142;75;24;188;111;152;190;168
11;109;98;118;210;9;90;120;88;183;85
12;59;69;161;195;101;149;130;73;89;69
13;46;119;59;73;14;66;26;110;33;160
14;75;84;69;133;190;177;143;62;83;77
15;66;36;168;120;25;69;137;162;102;90
16;215;102;90;86;134;107;18;209;128;3
17;109;61;198;132;179;195;64;17;49;181
18;43;143;16;203;111;41;204;21;173;122
19;75;153;68;26;173;168;137;46;196;86
20;36;38;46;154;93;190;212;52;1;186
21;214;13;190;77;112;195;81;111;144;191
22;53;59;74;0;188;136;59;194;105;203
23;12;186;151;76;21;4;123;74;41;115
24;81;35;20;56;85;24;56;200;183;208
25;13;136;105;80;136;26;109;108;64;69
26;73;207;182;175;210;175;183;213;186;139
27;112;99;36;24;190;211;152;91;68;204
28;36;69;180;186;28;158;3;64;1;86
29;198;142;192;134;59;119;44;119;108;144
30;105;47;196;190;98;138;184;60;162;202
31;92;26;123;74;186;125;71;60;84;99
32;49;90;209;134;51;196;190;143;106;209
33;30;29;1;107;28;33;158;149;202;14
34;11;181;1;41;143;204;127;85;108;204
35;190;131;54;195;95;175;127;96;156;131
36;112;171;145;131;61;180;115;211;69;41
37;194;171;86;112;173;20;108;8;127;34
38;146;66;160;190;199;126;175;195;26;190
39;215;207;105;43;130;62;79;152;21;125
40;179;68;149;135;103;172;143;190;57;56
41;27;85;161;143;31;182;34;183;68;108
42;118;198;69;186;45;84;121;3;207;182
43;207;35;36;116;118;73;105;183;7;34
44;179;31;59;196;181;43;42;196;122;197
45;95;176;83;113;197;65;137;138;200;0
46;144;11;108;69;101;107;127;177;35;78
47;131;190;156;201;112;72;116;109;183;21
48;20;54;69;69;183;83;42;199;127;24
49;181;87;210;87;116;69;26;105;135;198
