;0;1;2;3;4;5;6;7;8;9
0;128;177;41;4;40;94;132;208;91;86
1;132;136;117;59;77;73;14;95;112;196
2;32;59;96;12;93;127;135;5;183;202
3;140;207;22;89;18;71;36;177;149;190
4;30;26;147;75;79;40;134;26;9;109
5;119;105;129;2;90;37;91;89;34;99
6;190;123;122;202;24;104;106;99;163;178
7;203;148;112;116;209;95;130;199;90;175
8;142;35;87;168;2;196;69;24;194;14
9;26;10;191;101;139;103;134;165;59;26
10;22;96;26;60;23;202;48;83;108;89
11;36;182;144;67;119;12;190;123;35;160
12;93;86;45;38;154;214;36;149;1;26
13;96;25;153;200;186;24;216;204;122;69
14;69;112;201;196;167;49;96;107;97;182
15;100;164;119;32;28;127;8;58;146;213
16;216;46;134;128;23;94;123;50;118;74
17;77;134;107;36;147;12;10;58;85;103
18;186;190;85;185;31;42;69;158;24;10
19;148;194;63;190;111;167;25;33;131;41
20;94;91;55;194;32;111;35;190;9;200
21;210;9;193;105;51;183;21;105;146;116
22;126;129;107;69;102;20;105;136;212;142
23;123;32;146;168;146;11;25;165;121;59
24;89;69;207;75;144;190;58;155;172;145
25;34;91;6;121;74;207;180;17;65;198
26;28;14;107;165;147;156;149;149;65;161
27;90;196;43;165;37;119;60;191;4;175
28;144;60;40;212;123;69;52;136;212;63
29;26;193;133;5;11;121;29;11;192;200
30;68;105;144;202;138;35;30;199;146;50
31;69;112;171;146;42;95;107;187;183;86
32;212;26;190;76;103;140;202;3;67;213
33;79;69;2;190;4;166;26;75;173;187
34;156;134;120;12;119;189;8;210;190;59
35;196;55;194;103;195;184;3;196;190;32
36;54;144;213;194;51;79;83;51;152;216
37;147;100;42;39;146;39;196;192;33;12
38;57;32;194;101;210;9;41;114;196;172
39;148;24;90;41;196;179;69;75;130;199
40;73;92;199;103;202;185;39;58;108;143
41;199;53;80;158;199;184;4;133;135;25
42;150;183;87;32;82;127;61;138;73;143
43;135;116;0;76;186;5;92;145;8;167
44;25;8;202;170;4;108;79;3;4;42
45;175;110;111;168;46;131;183;51;115;25
46;210;3;112;107;77;38;6;104;101;216
47;94;48;2;69;32;111;166;177;130;76
48;9;216;95;47;82;107;38;98;123;32
49;13;207;119;42;190;76;85;167;190;182
