;0;1;2;3;4;5;6;7;8;9
0;184;210;212;215;213;192;67;96;185;204
1;24;114;158;10;208;75;190;52;110;202
2;94;190;172;26;120;209;133;78;202;96
3;153;194;27;172;23;42;0;156;26;119
4;55;183;26;211;120;142;49;45;185;186
5;4;190;117;48;212;172;79;72;77;143
6;87;83;40;86;69;128;64;112;134;26
7;16;112;26;144;121;196;38;82;17;206
8;125;109;157;63;51;105;24;35;200;155
9;74;163;169;108;183;41;76;91;170;170
10;202;183;196;66;74;17;125;87;30;69
11;167;83;1;149;35;169;200;117;11;137
12;127;72;23;214;45;216;151;1;91;201
13;168;136;31;170;26;212;28;175;38;16
14;112;212;164;187;1;144;1;68;163;63
15;16;119;31;183;160;70;79;127;190;95
16;163;89;216;24;30;111;77;112;80;94
17;87;133;84;204;57;186;183;120;12;153
18;35;134;135;145;69;76;84;156;85;70
19;138;196;197;193;69;50;49;69;194;26
20;186;141;89;36;77;39;209;62;158;123
21;119;32;42;105;135;96;167;19;86;199
22;211;151;138;204;110;24;202;74;143;16
23;47;124;27;196;1;76;166;142;134;84
24;215;112;212;119;137;57;91;141;8;105
25;168;144;34;26;131;28;116;180;82;12
26;75;20;51;197;99;147;24;212;178;105
27;36;188;74;141;85;157;3;175;53;100
28;83;96;12;204;200;28;53;45;146;11
29;5;15;164;180;190;148;8;207;69;186
30;95;47;28;16;102;24;70;56;12;166
31;4;104;4;3;72;170;123;190;195;202
32;164;160;25;208;112;166;39;177;44;183
33;186;185;70;53;10;21;28;112;144;112
34;121;136;40;1;162;64;69;194;123;119
35;138;189;146;183;17;157;102;22;50;150
36;194;183;149;119;138;15;109;19;123;183
37;27;212;82;24;113;127;15;29;19;45
38;170;42;120;69;70;8;126;163;210;74
39;31;69;136;170;88;72;123;22;40;178
40;109;9;129;1;76;89;69;16;143;46
41;121;198;107;183;183;43;107;69;168;11
42;109;111;177;105;153;47;46;203;207;112
43;109;84;55;190;134;9;42;16;68;212
44;216;157;149;79;202;138;211;13;194;184
45;190;59;23;56;176;165;216;135;89;85
46;186;112;172;58;192;40;171;70;211;160
47;127;149;190;114;65;170;9;62;132;56
48;72;149;6;56;143;155;42;10;69;112
49;187;16;25;63;32;190;121;194;67;69
